idx,target,base_pred,error_type,taxonomy,dominant_pattern,yes_vote_count,known_vote_count,project,cwe,char_len,line_count,retrieval_top1_score,retrieval_pos_neg_margin_max,author_no_yes_correct,author_no_yes_pred,base_correct,best_ensemble_correct,best_ensemble_pred,bounds_keyword_count,error_handling_keyword_count,length_bucket,lifecycle_keyword_count,memory_api_count,method_pattern,null_keyword_count,old_rag_correct,old_rag_pred,patch_contrast_correct,patch_contrast_pred,positive_weighted_rag_correct,positive_weighted_rag_pred,repair_signal,retrieval_bucket,token_len_approx,yes_only_correct,yes_only_pred,zero_shot_correct,zero_shot_pred
201872,1,1,correct,correct,error_handling,7,7,gnutls,CWE-310,4749,184,0.9559165239334106,0.003313422203063965,1,1,1,1,1,3,17,medium_2k_5k,0,5,all_methods_yes,2,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,904,1,1,1,1
201885,1,1,correct,correct,error_handling,6,7,vim,CWE-416,34450,1486,0.9477280974388123,0.008198916912078857,1,1,1,1,1,48,76,very_long_10k_plus,6,3,near_consensus_yes,32,1,1,1,1,0,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,8130,1,1,1,1
201913,1,1,correct,correct,error_handling,2,7,libarchive,CWE-59,2210,95,0.9563739895820618,0.003229081630706787,0,0,1,1,1,0,17,medium_2k_5k,4,0,method_disagreement,0,0,0,1,1,0,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,483,0,0,0,0
201925,1,1,correct,correct,error_handling,4,7,linux,CWE-476,1188,60,0.9506479501724243,0.004464507102966309,1,1,1,1,1,2,11,short_<2k,1,3,method_disagreement,4,0,0,0,0,0,0,repair_present_override_candidate:added_guard,retrieval_low_margin,284,1,1,1,1
202081,1,1,correct,correct,error_handling,6,7,vim,CWE-787,19946,764,0.9336655139923096,0.005560815334320068,1,1,1,1,1,30,87,very_long_10k_plus,14,6,near_consensus_yes,29,1,1,0,0,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,4736,1,1,1,1
202082,1,1,correct,correct,bounds,7,7,radare2,CWE-125,1105,28,0.9456377029418945,9.036064147949219e-05,1,1,1,1,1,12,4,short_<2k,0,0,all_methods_yes,1,1,1,1,1,1,1,repair_present_override_candidate:bounds_or_shape_check,retrieval_low_margin,222,1,1,1,1
202125,1,1,correct,correct,error_handling,6,7,cairo,CWE-787,2943,119,0.9340559244155884,0.004602372646331787,1,1,1,1,1,5,10,medium_2k_5k,0,1,near_consensus_yes,4,1,1,0,0,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,819,1,1,1,1
202256,1,1,correct,correct,bounds,6,7,qtbase,CWE-787,9164,235,0.9106588959693909,0.002602994441986084,1,1,1,1,1,4,4,long_5k_10k,0,1,near_consensus_yes,1,1,1,0,0,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,1916,1,1,1,1
202276,1,1,correct,correct,bounds,7,7,vim,CWE-787,3371,136,0.9302260875701904,0.004245758056640625,1,1,1,1,1,26,2,medium_2k_5k,0,3,all_methods_yes,1,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,851,1,1,1,1
202304,1,1,correct,correct,error_handling,7,7,vim,CWE-122,1179,50,0.9455037713050842,-0.0011833906173706055,1,1,1,1,1,0,3,short_<2k,0,0,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,310,1,1,1,1
202392,1,1,correct,correct,error_handling,7,7,php-src,CWE-119,978,38,0.9422320127487183,0.001265406608581543,1,1,1,1,1,5,17,short_<2k,0,0,all_methods_yes,6,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,239,1,1,1,1
202659,1,1,correct,correct,bounds,7,7,net,CWE-125,2044,77,0.9482629299163818,0.003736734390258789,1,1,1,1,1,7,4,medium_2k_5k,0,0,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,505,1,1,1,1
202677,1,1,correct,correct,error_handling,6,7,qemu,CWE-369,1213,49,0.993962824344635,0.030558288097381592,1,1,1,1,1,1,12,short_<2k,0,1,near_consensus_yes,0,1,1,1,1,1,1,repair_present_override_candidate:bounds_or_shape_check,retrieval_pos_margin,285,0,0,1,1
202688,1,1,correct,correct,error_handling,7,7,ghostpdl,CWE-787,522,19,0.9549639225006104,0.005755364894866943,1,1,1,1,1,0,2,short_<2k,0,0,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,150,1,1,1,1
202708,1,1,correct,correct,error_handling,2,7,vim,CWE-476,576,26,0.933066725730896,0.0062670111656188965,0,0,1,1,1,0,9,short_<2k,0,0,method_disagreement,4,0,0,1,1,0,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,139,0,0,0,0
202719,1,1,correct,correct,bounds,7,7,linux,CWE-704,1222,44,0.953208863735199,0.0015761852264404297,1,1,1,1,1,7,4,short_<2k,0,0,all_methods_yes,1,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,254,1,1,1,1
202748,1,1,correct,correct,bounds,7,7,ImageMagick,CWE-772,13504,416,1.000000238418579,0.0,1,1,1,1,1,39,32,very_long_10k_plus,0,0,all_methods_yes,7,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,2673,1,1,1,1
202783,1,1,correct,correct,bounds,7,7,php-src,CWE-119,349,18,0.9376844763755798,0.0016959309577941895,1,1,1,1,1,2,1,short_<2k,0,0,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,109,1,1,1,1
202822,1,1,correct,correct,bounds,7,7,ghostpdl,CWE-787,1080,46,0.9447214007377625,-0.0005570650100708008,1,1,1,1,1,14,5,short_<2k,0,1,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,305,1,1,1,1
202888,1,1,correct,correct,error_handling,7,7,linux,CWE-787,1898,86,0.9545847177505493,0.002096235752105713,1,1,1,1,1,5,11,short_<2k,0,0,all_methods_yes,1,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,463,1,1,1,1
202889,1,1,correct,correct,error_handling,7,7,linux,CWE-787,1844,85,0.9562326669692993,0.005177021026611328,1,1,1,1,1,5,9,short_<2k,0,0,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,448,1,1,1,1
202892,1,1,correct,correct,error_handling,6,7,pure-ftpd,CWE-434,7610,260,0.9469370245933533,0.005372941493988037,1,1,1,1,1,5,54,long_5k_10k,8,2,near_consensus_yes,14,0,0,1,1,1,1,repair_present_override_candidate:added_guard,retrieval_low_margin,1476,1,1,1,1
202943,1,0,FN,conservative_consensus_false_negative,error_handling,0,7,lua,CWE-787,434,12,0.9484584331512451,0.0004957914352416992,0,0,0,0,0,0,1,short_<2k,0,0,all_methods_no,0,0,0,0,0,0,0,no_repair_verifier_candidate,retrieval_low_margin,122,0,0,0,0
203614,1,1,correct,correct,error_handling,7,7,linux,CWE-703,1582,73,0.9502585530281067,0.0030707120895385742,1,1,1,1,1,3,8,short_<2k,8,8,all_methods_yes,2,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,383,1,1,1,1
203902,1,1,correct,correct,bounds,6,7,vim,CWE-703,2749,116,0.9414913058280945,0.0013816356658935547,1,1,1,1,1,20,11,medium_2k_5k,0,0,near_consensus_yes,2,1,1,1,1,0,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,761,1,1,1,1
204016,1,1,correct,correct,bounds,7,7,squashfs-tools,CWE-200,3355,132,0.9390935897827148,0.006322681903839111,1,1,1,1,1,33,31,medium_2k_5k,0,2,all_methods_yes,8,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,822,1,1,1,1
204017,1,1,correct,correct,bounds,6,7,squashfs-tools,CWE-200,3363,132,0.9379671812057495,0.006322681903839111,1,1,1,1,1,33,31,medium_2k_5k,0,2,near_consensus_yes,8,0,0,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,824,1,1,1,1
204019,1,1,correct,correct,error_handling,6,7,squashfs-tools,CWE-200,3071,118,0.9310237765312195,0.007493793964385986,1,1,1,1,1,29,31,medium_2k_5k,0,2,near_consensus_yes,8,0,0,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,755,1,1,1,1
204032,1,1,correct,correct,low_keyword_signal,7,7,linux,CWE-772,348,17,0.9494297504425049,0.006537139415740967,1,1,1,1,1,0,0,short_<2k,0,0,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,75,1,1,1,1
204036,1,1,correct,correct,error_handling,7,7,net,CWE-787,1016,50,0.908596932888031,0.0004227757453918457,1,1,1,1,1,8,15,short_<2k,0,0,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,234,1,1,1,1
204073,1,1,correct,correct,error_handling,6,7,shapelib,CWE-415,737,37,0.9399808645248413,0.004907548427581787,1,1,1,1,1,2,13,short_<2k,7,9,near_consensus_yes,5,1,1,1,1,0,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,227,1,1,1,1
204115,1,1,correct,correct,error_handling,7,7,openldap,CWE-617,3567,161,0.9999999403953552,0.03535944223403931,1,1,1,1,1,0,13,medium_2k_5k,0,0,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_pos_margin,996,1,1,1,1
204137,1,1,correct,correct,error_handling,7,7,poppler,CWE-369,6800,201,0.9385243654251099,0.001421213150024414,1,1,1,1,1,2,11,long_5k_10k,4,7,all_methods_yes,5,1,1,1,1,1,1,no_repair_verifier_candidate,retrieval_low_margin,2168,1,1,1,1
204195,1,1,correct,correct,bounds,7,7,pjproject,CWE-125,558,19,0.953692615032196,-0.0014352798461914062,1,1,1,1,1,3,0,short_<2k,1,0,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,143,1,1,1,1
204243,1,0,FN,conservative_consensus_false_negative,error_handling,0,7,vim,CWE-787,6093,271,0.958290696144104,0.013030469417572021,0,0,0,0,0,10,31,long_5k_10k,3,1,all_methods_no,8,0,0,0,0,0,0,no_repair_verifier_candidate,retrieval_pos_margin,1470,0,0,0,0
204278,1,1,correct,correct,error_handling,6,7,firejail,CWE-94,876,32,0.954625129699707,0.0046634674072265625,0,0,1,1,1,0,6,short_<2k,0,1,near_consensus_yes,3,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,255,1,1,1,1
204351,1,1,correct,correct,error_handling,5,7,squirrel,CWE-125,1824,47,0.9342229962348938,0.0013510584831237793,1,1,1,1,1,3,4,short_<2k,1,0,method_disagreement,0,1,1,1,1,0,0,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,353,0,0,1,1
204412,1,1,correct,correct,error_handling,6,7,bpf,CWE-787,1123,42,0.9561519622802734,0.0005410909652709961,1,1,1,1,1,8,10,short_<2k,0,0,near_consensus_yes,3,0,0,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,249,1,1,1,1
204425,1,1,correct,correct,bounds,7,7,frr,CWE-125,2808,107,0.9302739500999451,0.0017221570014953613,1,1,1,1,1,11,7,medium_2k_5k,0,1,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,612,1,1,1,1
204438,1,1,correct,correct,error_handling,7,7,ImageMagick,CWE-617,16612,475,0.9537286162376404,0.0018204450607299805,1,1,1,1,1,10,90,very_long_10k_plus,2,2,all_methods_yes,44,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,3160,1,1,1,1
204495,1,1,correct,correct,error_handling,7,7,linux,CWE-193,636,21,0.9548196792602539,-0.004546821117401123,1,1,1,1,1,0,3,short_<2k,0,0,all_methods_yes,0,1,1,1,1,1,1,no_repair_verifier_candidate,retrieval_low_margin,144,1,1,1,1
204534,1,1,correct,correct,bounds,7,7,admesh,CWE-125,2388,76,0.9157049059867859,-0.0008477568626403809,1,1,1,1,1,5,4,medium_2k_5k,0,5,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,607,1,1,1,1
204535,1,1,correct,correct,error_handling,5,7,admesh,CWE-125,620,16,0.9336001873016357,-0.009372830390930176,0,0,1,1,1,0,2,short_<2k,0,0,method_disagreement,0,0,0,1,1,1,1,no_repair_verifier_candidate,retrieval_low_margin,163,1,1,1,1
204544,1,1,correct,correct,error_handling,7,7,linux,CWE-416,8029,297,0.9405232667922974,0.0054489970207214355,1,1,1,1,1,2,21,long_5k_10k,3,7,all_methods_yes,3,1,1,1,1,1,1,repair_present_override_candidate:added_guard,retrieval_low_margin,1899,1,1,1,1
204814,1,1,correct,correct,error_handling,6,7,linux,CWE-703,827,35,0.9575507640838623,0.005205512046813965,1,1,1,1,1,0,3,short_<2k,2,3,near_consensus_yes,1,1,1,1,1,0,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,199,1,1,1,1
204830,1,1,correct,correct,error_handling,3,7,linux,CWE-200,422,17,0.9559057950973511,-0.0009312033653259277,0,0,1,1,1,0,3,short_<2k,0,0,method_disagreement,0,1,1,0,0,0,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,96,1,1,0,0
205630,1,0,FN,conservative_consensus_false_negative,error_handling,0,7,linux,CWE-94,1193,42,0.9554912447929382,0.0026851892471313477,0,0,0,0,0,0,5,short_<2k,0,0,all_methods_no,0,0,0,0,0,0,0,no_repair_verifier_candidate,retrieval_low_margin,282,0,0,0,0
205734,1,1,correct,correct,error_handling,7,7,rizin,CWE-787,1196,65,0.9506011009216309,-0.002020120620727539,1,1,1,1,1,5,34,short_<2k,1,3,all_methods_yes,9,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,355,1,1,1,1
205736,1,0,FN,conservative_consensus_false_negative,low_keyword_signal,0,7,linux,CWE-834,110,4,0.933734118938446,-0.002780616283416748,0,0,0,0,0,0,0,short_<2k,0,0,all_methods_no,0,0,0,0,0,0,0,no_repair_verifier_candidate,retrieval_low_margin,25,0,0,0,0
205806,1,1,correct,correct,error_handling,7,7,Singular,CWE-269,1794,88,0.9384090900421143,0.006890654563903809,1,1,1,1,1,4,20,short_<2k,1,0,all_methods_yes,9,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,504,1,1,1,1
205823,1,1,correct,correct,bounds,3,7,ovs,CWE-401,991,25,0.9436839818954468,-0.0015590786933898926,0,0,1,1,1,1,0,short_<2k,0,0,method_disagreement,0,0,0,1,1,0,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,165,1,1,0,0
206025,1,0,FN,conservative_consensus_false_negative,error_handling,0,7,evolution-data-server,CWE-200,295,11,0.9389800429344177,-0.00047409534454345703,0,0,0,0,0,0,1,short_<2k,0,0,all_methods_no,0,0,0,0,0,0,0,no_repair_verifier_candidate,retrieval_low_margin,58,0,0,0,0
206043,1,1,correct,correct,error_handling,7,7,gimp,CWE-125,7841,274,0.9845808148384094,0.005370199680328369,1,1,1,1,1,14,21,long_5k_10k,7,1,all_methods_yes,1,1,1,1,1,1,1,no_repair_verifier_candidate,retrieval_low_margin,1543,1,1,1,1
206044,1,1,correct,correct,bounds,7,7,tigervnc,CWE-672,2972,130,0.9426440596580505,0.00208204984664917,1,1,1,1,1,16,4,medium_2k_5k,0,0,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,764,1,1,1,1
206262,1,1,correct,correct,error_handling,6,7,vim,CWE-787,9072,362,0.9511356353759766,0.0052356719970703125,1,1,1,1,1,3,33,long_5k_10k,3,0,near_consensus_yes,11,1,1,0,0,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,2095,1,1,1,1
206273,1,1,correct,correct,error_handling,5,7,radare2,CWE-416,5477,177,0.9434003829956055,0.0028003454208374023,1,1,1,1,1,0,28,long_5k_10k,8,8,method_disagreement,8,1,1,0,0,0,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,1473,1,1,1,1
206417,1,0,FN,conservative_consensus_false_negative,error_handling,1,7,vim,CWE-787,10082,400,0.9634653329849243,0.006507396697998047,0,0,0,0,0,5,22,very_long_10k_plus,16,5,near_consensus_no,7,1,1,0,0,0,0,no_repair_verifier_candidate,retrieval_low_margin,2212,0,0,0,0
206555,1,1,correct,correct,bounds,6,7,php-src,CWE-119,400,24,0.9633285403251648,-0.009549558162689209,1,1,1,1,1,3,2,short_<2k,0,1,near_consensus_yes,0,1,1,1,1,0,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,116,1,1,1,1
206588,1,1,correct,correct,error_handling,7,7,php-src,CWE-119,1594,84,0.9971367120742798,0.03166073560714722,1,1,1,1,1,0,2,short_<2k,0,0,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_pos_margin,446,1,1,1,1
206625,1,1,correct,correct,error_handling,7,7,raptor,CWE-787,8295,220,0.9191532731056213,0.0026696324348449707,1,1,1,1,1,10,25,long_5k_10k,0,1,all_methods_yes,5,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,1343,1,1,1,1
206639,1,1,correct,correct,error_handling,6,7,linux,CWE-703,1465,64,0.9469802379608154,0.003998160362243652,1,1,1,1,1,2,15,short_<2k,0,0,near_consensus_yes,1,1,1,1,1,0,0,no_repair_verifier_candidate,retrieval_low_margin,319,1,1,1,1
206670,1,1,correct,correct,error_handling,6,7,nbdkit,CWE-924,18843,536,0.9478967189788818,0.004711747169494629,1,1,1,1,1,12,75,very_long_10k_plus,3,11,near_consensus_yes,6,0,0,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,3183,1,1,1,1
206676,1,1,correct,correct,error_handling,2,7,vim,CWE-122,6235,242,0.9562565088272095,0.0018655657768249512,0,0,1,1,1,2,11,long_5k_10k,4,0,method_disagreement,4,0,0,0,0,0,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,1325,1,1,0,0
206677,1,1,correct,correct,error_handling,5,7,vim,CWE-703,5339,211,0.9459242224693298,0.00909888744354248,1,1,1,1,1,13,25,long_5k_10k,0,0,method_disagreement,10,0,0,0,0,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,1334,1,1,1,1
206771,1,1,correct,correct,error_handling,7,7,qcad,CWE-191,1260,39,0.9075237512588501,0.007275938987731934,1,1,1,1,1,0,5,short_<2k,1,2,all_methods_yes,1,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,283,1,1,1,1
206781,1,1,correct,correct,error_handling,7,7,linux,CWE-476,2044,70,0.9475857615470886,0.002236664295196533,1,1,1,1,1,0,7,medium_2k_5k,1,4,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,448,1,1,1,1
206815,1,1,correct,correct,error_handling,7,7,ImageMagick,CWE-125,5146,161,1.000000238418579,0.01662522554397583,1,1,1,1,1,13,21,long_5k_10k,0,1,all_methods_yes,5,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_pos_margin,1004,1,1,1,1
206845,1,0,FN,conservative_consensus_false_negative,bounds,0,7,linux,CWE-125,352,14,0.9450438022613525,-0.0020926594734191895,0,0,0,0,0,1,1,short_<2k,0,0,all_methods_no,0,0,0,0,0,0,0,no_repair_verifier_candidate,retrieval_low_margin,99,0,0,0,0
206942,1,1,correct,correct,error_handling,7,7,vim,CWE-125,3520,158,0.959471583366394,0.01133495569229126,1,1,1,1,1,4,14,medium_2k_5k,0,0,all_methods_yes,2,1,1,1,1,1,1,repair_present_override_candidate:added_guard,retrieval_pos_margin,1009,1,1,1,1
206946,1,1,correct,correct,error_handling,5,7,jasper,CWE-703,4177,168,0.9437704682350159,0.005607903003692627,1,1,1,1,1,2,4,medium_2k_5k,0,1,method_disagreement,0,1,1,0,0,0,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,861,1,1,1,1
207068,1,1,correct,correct,bounds,7,7,linux,CWE-120,422,24,0.9575738906860352,0.0007942914962768555,1,1,1,1,1,5,3,short_<2k,0,1,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,99,1,1,1,1
207069,1,1,correct,correct,bounds,6,7,linux,CWE-120,415,23,0.952534556388855,0.000694572925567627,1,1,1,1,1,5,3,short_<2k,0,1,near_consensus_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,99,0,0,1,1
207150,1,1,correct,correct,error_handling,4,7,squirrel,CWE-703,600,18,0.9324642419815063,-0.00350266695022583,1,1,1,1,1,0,3,short_<2k,0,0,method_disagreement,0,0,0,0,0,0,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,157,1,1,1,1
207461,1,1,correct,correct,error_handling,7,7,autotrace,CWE-787,10784,354,0.9498216509819031,0.0018341541290283203,1,1,1,1,1,5,71,very_long_10k_plus,24,2,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,2831,1,1,1,1
207520,1,1,correct,correct,bounds,6,7,rizin,CWE-787,1456,39,0.9442353844642639,0.004257678985595703,1,1,1,1,1,3,3,short_<2k,2,2,near_consensus_yes,1,1,1,1,1,0,0,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,324,1,1,1,1
207700,1,1,correct,correct,error_handling,7,7,EternalTerminal,CWE-362,225,7,0.9274104237556458,-0.002542257308959961,1,1,1,1,1,0,1,short_<2k,0,0,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,54,1,1,1,1
207703,1,1,correct,correct,bounds,7,7,EternalTerminal,CWE-362,823,26,0.9585580825805664,0.003842949867248535,1,1,1,1,1,1,1,short_<2k,0,0,all_methods_yes,0,1,1,1,1,1,1,no_repair_verifier_candidate,retrieval_low_margin,204,1,1,1,1
207719,1,1,correct,correct,error_handling,3,7,vim,CWE-787,569,26,0.9650080800056458,-0.0014399886131286621,0,0,1,1,1,0,1,short_<2k,0,0,method_disagreement,0,1,1,0,0,1,1,no_repair_verifier_candidate,retrieval_low_margin,135,0,0,0,0
207753,1,1,correct,correct,bounds,7,7,linux,CWE-284,988,47,0.954790472984314,0.015137910842895508,1,1,1,1,1,10,5,short_<2k,0,0,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_pos_margin,265,1,1,1,1
207754,1,1,correct,correct,bounds,7,7,linux,CWE-284,1062,47,0.9764875173568726,0.014208376407623291,1,1,1,1,1,16,4,short_<2k,0,0,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_pos_margin,278,1,1,1,1
207755,1,1,correct,correct,error_handling,7,7,php-src,CWE-200,2116,70,1.0,0.09088438749313354,1,1,1,1,1,0,13,medium_2k_5k,0,2,all_methods_yes,6,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_pos_margin,475,1,1,1,1
207780,1,1,correct,correct,error_handling,7,7,radare2,CWE-703,4121,167,0.9657679796218872,0.007974445819854736,1,1,1,1,1,2,33,medium_2k_5k,1,1,all_methods_yes,12,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,1022,1,1,1,1
207803,1,0,FN,conservative_consensus_false_negative,bounds,0,7,linux,CWE-200,1703,64,0.9385461807250977,0.0007123947143554688,0,0,0,0,0,10,3,short_<2k,0,0,all_methods_no,0,0,0,0,0,0,0,no_repair_verifier_candidate,retrieval_low_margin,434,0,0,0,0
207804,1,0,FN,conservative_consensus_false_negative,low_keyword_signal,0,7,linux,CWE-200,384,16,0.9330142140388489,-0.0010606050491333008,0,0,0,0,0,0,0,short_<2k,0,0,all_methods_no,0,0,0,0,0,0,0,no_repair_verifier_candidate,retrieval_low_margin,76,0,0,0,0
207990,1,0,FN,conservative_consensus_false_negative,bounds,1,7,pcre2,CWE-703,4749,217,0.943650484085083,0.006703197956085205,0,0,0,0,0,27,3,medium_2k_5k,2,0,near_consensus_no,1,1,1,0,0,0,0,no_repair_verifier_candidate,retrieval_low_margin,989,0,0,0,0
208107,1,1,correct,correct,error_handling,3,7,linux,CWE-703,913,44,0.9406047463417053,0.0027914047241210938,0,0,1,1,1,0,4,short_<2k,0,0,method_disagreement,0,0,0,0,0,0,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,246,1,1,1,1
208115,1,1,correct,correct,error_handling,4,7,linux,CWE-703,2285,89,0.9390450716018677,0.0033530592918395996,1,1,1,1,1,1,14,medium_2k_5k,1,0,method_disagreement,2,0,0,0,0,0,0,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,561,1,1,1,1
208140,1,0,FN,conservative_consensus_false_negative,error_handling,0,7,util-linux,CWE-200,7619,310,0.9381383657455444,0.0038117170333862305,0,0,0,0,0,1,29,long_5k_10k,2,2,all_methods_no,8,0,0,0,0,0,0,no_repair_verifier_candidate,retrieval_low_margin,1797,0,0,0,0
208370,1,1,correct,correct,bounds,7,7,vim,CWE-787,2208,96,0.9475947618484497,0.0048635005950927734,1,1,1,1,1,15,15,medium_2k_5k,1,0,all_methods_yes,7,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,549,1,1,1,1
208411,1,1,correct,correct,bounds,6,7,vim,CWE-787,16023,604,0.9509167671203613,0.004965364933013916,1,1,1,1,1,76,32,very_long_10k_plus,9,2,near_consensus_yes,4,1,1,1,1,0,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,3997,1,1,1,1
208505,1,1,correct,correct,error_handling,6,7,tor,CWE-399,17737,536,0.9442147612571716,0.012594461441040039,1,1,1,1,1,10,149,very_long_10k_plus,0,3,near_consensus_yes,21,1,1,0,0,1,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_pos_margin,3819,1,1,1,1
208506,1,1,correct,correct,error_handling,6,7,heimdal,CWE-476,31845,1038,0.9382337331771851,0.00517582893371582,1,1,1,1,1,15,225,very_long_10k_plus,15,16,near_consensus_yes,60,0,0,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,6385,1,1,1,1
208522,1,1,correct,correct,bounds,7,7,unbound,CWE-190,2520,70,0.9452822208404541,0.005280971527099609,1,1,1,1,1,3,3,medium_2k_5k,1,3,all_methods_yes,0,1,1,1,1,1,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,529,1,1,1,1
208525,1,0,FN,conservative_consensus_false_negative,error_handling,0,7,vim,CWE-787,1598,70,0.9264791011810303,-0.001190483570098877,0,0,0,0,0,0,3,short_<2k,1,2,all_methods_no,0,0,0,0,0,0,0,no_repair_verifier_candidate,retrieval_low_margin,368,0,0,0,0
