method,pair_id,vuln_idx,fixed_idx,project,cwe,commit_id_match,cve_match,vuln_pred,fixed_pred,pair_outcome
gpt55_rag,340,211103,445881,file-roller,['CWE-22'],True,True,0,0,P-B
gpt55_rag,341,211110,446058,libtiff,['CWE-787'],True,True,1,0,P-C
gpt55_rag,342,211113,446096,linux,['CWE-416'],True,True,0,0,P-B
gpt55_rag,343,211126,446279,libmobi,['CWE-125'],True,True,1,1,P-V
gpt55_rag,344,211136,446416,rizin,['CWE-787'],True,True,1,1,P-V
gpt55_rag,345,211179,447053,exiv2,['CWE-125'],True,True,1,1,P-V
gpt55_rag,346,211181,447231,php-src,['CWE-17'],True,True,1,1,P-V
gpt55_rag,347,211471,448562,frr,['CWE-125'],True,True,1,0,P-C
gpt55_rag,348,211473,448584,gdk-pixbuf,['CWE-189'],True,True,1,1,P-V
gpt55_rag,349,211506,448912,zlib,['CWE-787'],True,True,0,0,P-B
gpt55_rag,350,211563,449294,vim,['CWE-122'],True,True,0,0,P-B
gpt55_rag,351,211567,449321,clamav-devel,['CWE-189'],True,True,1,1,P-V
gpt55_rag,352,211695,450764,vim,['CWE-416'],True,True,0,0,P-B
gpt55_rag,353,211699,450812,gnulib,['CWE-119'],True,True,1,1,P-V
gpt55_rag,354,211700,450830,linux,['CWE-120'],True,True,1,1,P-V
gpt55_rag,355,211773,451731,ntp,['CWE-20'],True,True,1,0,P-C
gpt55_rag,356,211785,451888,jasper,['CWE-20'],True,True,1,1,P-V
gpt55_rag,357,211842,452377,vim,['CWE-787'],True,True,0,0,P-B
gpt55_rag,358,211845,452391,ImageMagick6,['CWE-787'],True,True,1,1,P-V
gpt55_rag,359,211868,452994,nf,['CWE-269'],True,True,0,0,P-B
gpt55_rag,360,211877,453109,libexpat,['CWE-668'],True,True,0,0,P-B
gpt55_rag,361,211915,453265,jasper,['CWE-125'],True,True,1,1,P-V
gpt55_rag,362,212083,454759,linux,['CWE-703'],True,True,1,1,P-V
gpt55_rag,363,212144,455177,libmobi,['CWE-119'],True,True,0,0,P-B
gpt55_rag,364,212152,455356,bash,['CWE-787'],True,True,1,1,P-V
gpt55_rag,365,212339,457772,icecast-server,['CWE-119'],True,True,1,1,P-V
gpt55_rag,366,212407,459029,varnish-cache,['CWE-703'],True,True,1,1,P-V
gpt55_rag,367,212414,459107,linux,['CWE-416'],True,True,0,0,P-B
gpt55_rag,368,212433,459400,vim,['CWE-416'],True,True,0,0,P-B
gpt55_rag,369,212436,459524,linux,['CWE-787'],True,True,1,1,P-V
gpt55_rag,370,212818,462278,pjproject,['CWE-191'],True,True,1,1,P-V
gpt55_rag,371,212822,462316,ghostpdl,['CWE-787'],True,True,0,0,P-B
gpt55_rag,372,212829,462395,php-src,['CWE-476'],True,True,1,1,P-V
gpt55_rag,373,212834,462409,rsyslog,['CWE-190'],True,True,1,1,P-V
gpt55_rag,374,212857,462511,vim,['CWE-416'],True,True,0,0,P-B
gpt55_rag,375,212871,462566,newsbeuter,['CWE-787'],True,True,1,1,P-V
gpt55_rag,376,212927,463051,qemu,['CWE-835'],True,True,1,0,P-C
gpt55_rag,377,212934,463134,cyrus-imapd,['CWE-732'],True,True,0,0,P-B
gpt55_rag,378,212955,463476,linux,['CWE-476'],True,True,1,1,P-V
gpt55_rag,379,213037,464942,php-src,['CWE-125'],True,True,1,1,P-V
gpt55_rag,380,213075,465854,linux,['CWE-416'],True,True,1,1,P-V
gpt55_rag,381,213370,468349,glib,['CWE-754'],True,True,0,0,P-B
gpt55_rag,382,213515,471902,vim,['CWE-787'],True,True,1,0,P-C
gpt55_rag,383,213528,472123,linux,['CWE-416'],True,True,0,0,P-B
gpt55_rag,384,213998,474434,libtpms,['CWE-119'],True,True,0,0,P-B
gpt55_rag,385,214003,474462,libvncserver,['CWE-787'],True,True,1,0,P-C
gpt55_rag,386,214124,475987,chafa,['CWE-125'],True,True,1,1,P-V
gpt55_rag,387,214160,476103,linux,['CWE-476'],True,True,1,0,P-C
gpt55_rag,388,214276,477273,linux,['CWE-20'],True,True,1,0,P-C
gpt55_rag,389,214282,477380,radare2,['CWE-787'],True,True,1,1,P-V
gpt55_rag,390,214335,477800,ceph,['CWE-79'],True,True,0,0,P-B
gpt55_rag,391,214336,477803,linux,['CWE-362'],True,True,0,1,P-R
gpt55_rag,392,214339,477811,linux,['CWE-787'],True,True,1,0,P-C
gpt55_rag,393,214358,477946,clamav-devel,['CWE-20'],True,True,1,1,P-V
gpt55_rag,394,214364,477975,php-src,['CWE-119'],True,True,1,0,P-C
gpt55_rag,395,214909,481267,linux,['CWE-401'],True,True,0,0,P-B
gpt55_rag,396,214948,481787,nagioscore,['CWE-476'],True,True,0,0,P-B
gpt55_rag,397,214997,482533,liblouis,['CWE-787'],True,True,1,1,P-V
gpt55_rag,398,215038,482692,gst-plugins-good,['CWE-125'],True,True,1,1,P-V
gpt55_rag,399,215073,483053,linux,['CWE-269'],True,True,1,0,P-C
gpt55_rag,400,215103,483469,mongo,['CWE-617'],True,True,0,0,P-B
gpt55_rag,401,215142,484063,open62541,['CWE-703'],True,True,0,0,P-B
gpt55_rag,402,215188,484732,libmobi,['CWE-787'],True,True,1,1,P-V
gpt55_rag,403,215262,486796,qemu,['CWE-835'],True,True,0,0,P-B
gpt55_rag,404,215264,486837,perl5,['CWE-120'],True,True,1,1,P-V
gpt55_rag,405,215312,487618,linux-2.6,['CWE-20'],True,True,0,0,P-B
gpt55_rag,406,215374,488919,linux-2.6,['CWE-189'],True,True,1,0,P-C
gpt55_rag,407,215391,489124,linux-2.6,['CWE-20'],True,True,0,0,P-B
gpt55_rag,408,215399,489215,linux-2.6,['CWE-119'],True,True,0,0,P-B
gpt55_rag,409,215400,489221,linux-2.6,['CWE-20'],True,True,1,0,P-C
gpt55_rag,410,215549,491979,gzip,['CWE-189'],True,True,0,1,P-R
gpt55_rag,411,215921,497809,grep,['CWE-119'],True,True,0,0,P-B
gpt55_rag,412,215948,498160,nettle,['CWE-310'],True,True,0,0,P-B
gpt55_rag,413,216027,498918,tar,['CWE-476'],True,True,1,1,P-V
gpt55_rag,414,216126,500044,openssl,['CWE-20'],True,True,1,0,P-C
gpt55_rag,415,216202,500663,libssh,['CWE-399'],True,True,1,0,P-C
gpt55_rag,416,216515,502735,openssl,['CWE-362'],True,True,0,1,P-R
gpt55_rag,417,216637,503867,guile,['CWE-275'],True,True,0,0,P-B
gpt55_rag,418,216654,503985,core,['CWE-20'],True,True,0,0,P-B
gpt55_rag,419,216701,504608,libtiff,['CWE-770'],True,True,0,0,P-B
gpt55_rag,420,216726,505463,openssl,['CWE-327'],True,True,0,0,P-B
gpt55_rag,421,216767,505654,core,['CWE-835'],True,True,1,1,P-V
gpt55_rag,422,216800,506428,core,['CWE-125'],True,True,1,0,P-C
gpt55_rag,423,216812,506696,openssl,['CWE-476'],True,True,0,0,P-B
gpt55_rag,424,216861,507778,openssl,['CWE-125'],True,True,0,0,P-B
gpt55_rag,425,216903,508874,server,['CWE-476'],True,True,0,0,P-B
gpt55_rag,426,216906,509510,server,['CWE-400'],True,True,0,0,P-B
gpt55_rag,427,216938,511472,server,['CWE-416'],True,True,0,0,P-B
gpt55_rag,428,216945,512825,server,['CWE-617'],True,True,0,0,P-B
gpt55_rag,429,216946,513202,server,['CWE-416'],True,True,1,0,P-C
gpt55_rag,430,216965,514292,server,['CWE-617'],True,True,0,0,P-B
gpt55_rag,431,217176,517437,monit,['CWE-79'],True,True,1,0,P-C
gpt55_rag,432,217459,521488,JUCE,['CWE-59'],True,True,1,0,P-C
gpt55_rag,433,217547,522329,libMeshb,['CWE-120'],True,True,1,0,P-C
gpt55_rag,434,217551,522438,elfspirit,['CWE-125'],True,True,1,1,P-V
