sample_key,idx,verifier_group,target,project,cwe,func_char_len,func_line_count,func_signature,zero_shot_pred,icl_pred,old_rag_pred,positive_weighted_rag_pred,balanced_grouped_no_label_bc_pred,retrieval_top1_evidence_role,retrieval_pos_neg_margin_max,method_pred_entropy,top_calls
idx:195908,195908,icl_baseline_only,1,linux,CWE-703,4198,148,"int btrfs_rm_device(struct btrfs_fs_info *fs_info, const char *device_path,",1,0,1,1,1,vulnerable_changed,0.005037069320678711,0.8112781244591328,test_bit|mutex_lock|mutex_unlock|PTR_ERR|list_del_init|btrfs_rm_device|btrfs_num_devices|btrfs_check_raid_min_devices|btrfs_find_device_by_devspec|IS_ERR|strcmp|btrfs_pinned_by_swapfile|btrfs_warn_in_rcu|s|rcu_str_deref|btrfs_shrink_device|btrfs_reada_remove_dev|write_all_supers|btrfs_rm_dev_item|clear_bit
idx:216726,216726,icl_baseline_only,1,openssl,CWE-327,3458,108,"static int chacha20_poly1305_ctrl(EVP_CIPHER_CTX *ctx, int type, int arg,",1,0,1,1,1,vulnerable_changed,0.004158616065979004,0.5435644431995964,CHACHA_U8TOU32|memcpy|Poly1305_ctx_size|EVPerr|chacha20_poly1305_ctrl|aead_data|OPENSSL_zalloc|memset|OPENSSL_memdup
idx:212436,212436,icl_baseline_only,1,linux,CWE-787,532,22,static int prealloc_elems_and_freelist(struct bpf_stack_map *smap),1,0,1,1,1,vulnerable_changed,0.0066991448402404785,1.0,prealloc_elems_and_freelist|bpf_map_area_alloc|pcpu_freelist_init|pcpu_freelist_populate|bpf_map_area_free
idx:211136,211136,icl_baseline_only,1,rizin,CWE-787,2717,105,static RzDyldRebaseInfos *get_rebase_infos(RzDyldCache *cache) {,1,0,1,1,1,vulnerable_changed,0.0008574128150939941,0.5435644431995964,free|RZ_NEWS0|rz_buf_read_le32_at|get_rebase_info|get_rebase_infos|RZ_NEW0|rz_buf_fread_at|memcpy
idx:206262,206262,icl_baseline_only,1,vim,CWE-787,9072,362,parse_command_modifiers(,1,0,1,1,1,vulnerable_changed,0.0052356719970703125,0.5435644431995964,checkforcmd_noparen|_|skipwhite|ends_excmd|VIM_ISWHITE|mch_memmove|getline_equal|has_cmdmod|checkforcmd_opt|defined|ends_excmd2|parse_command_modifiers|in_vim9script|CLEAR_POINTER|STRNCMP|command|comment_start|vim_strchr|skip_range|func
idx:210484,210484,icl_baseline_only,1,linux,CWE-125,2805,97,"static int io_read(struct io_kiocb *req, unsigned int issue_flags)",1,0,1,0,1,vulnerable_changed,0.0039018988609313965,0.8112781244591328,iov_iter_count|io_setup_async_rw|kfree|io_iter_do_read|io_read|io_import_iovec|io_file_supports_async|rw_verify_area|io_kiocb_ppos|unlikely|iov_iter_revert|io_rw_should_retry|kiocb_done
idx:216800,216800,icl_baseline_only,1,core,CWE-125,330,20,"rpa_read_buffer(pool_t pool, const unsigned char **data,",1,0,1,0,1,vulnerable_context,0.004462599754333496,0.8112781244591328,rpa_read_buffer|p_malloc|memcpy
idx:196829,196829,icl_baseline_only,1,tensorflow,CWE-476,869,20,void Compute(OpKernelContext* ctx) override {,1,0,0,0,1,vulnerable_changed,0.0024927258491516113,0.954434002924965,name|OP_REQUIRES_OK|GetHandle|Compute|input|session_state|GetNewId|requested_device|tensor_store|AddTensor|allocate_output|TensorShape|expected_output_dtype|set_maybe_type_name|setConstant
idx:207754,207754,icl_baseline_only,1,linux,CWE-284,1062,47,"static size_t push_pipe(struct iov_iter *i, size_t size,",1,0,1,1,1,vulnerable_changed,0.014208376407623291,0.5435644431995964,unlikely|push_pipe|data_start|pipe_full|alloc_page|min_t
idx:200287,200287,icl_baseline_only,1,linux,CWE-200,3449,121,"static int __tipc_sendmsg(struct socket *sock, struct msghdr *m, size_t dlen)",1,0,0,0,1,vulnerable_changed,0.008393645286560059,1.0,unlikely|msg_set_type|msg_set_hdr_sz|msg_set_lookup_scope|__tipc_sendmsg|sock_net|tipc_sk|sock_sndtimeo|tipc_sk_type_connectionless|tipc_uaddr_valid|tipc_send_group_bcast|tipc_send_group_anycast|tipc_send_group_unicast|tipc_send_group_mcast|msg_set_syn|tipc_sendmcast|tipc_node2scope|tipc_nametbl_lookup_anycast|tipc_wait_for_cond|tipc_dest_find
idx:204036,204036,icl_baseline_only,1,net,CWE-787,1016,50,"int hw_atl_utils_fw_rpc_wait(struct aq_hw_s *self,",1,0,1,1,1,vulnerable_changed,0.0004227757453918457,0.8112781244591328,hw_atl_utils_fw_rpc_wait|aq_hw_read_reg|readx_poll_timeout_atomic|aq_hw_err_from_flags|hw_atl_utils_fw_rpc_call|hw_atl_utils_fw_downld_dwords
idx:195391,195391,icl_baseline_only,1,tensorflow,CWE-190,4681,107,void Compute(tensorflow::OpKernelContext* context) override {,1,0,1,1,1,vulnerable_changed,0.0034638047218322754,0.5435644431995964,splits_vec|OP_REQUIRES_OK|size|OP_REQUIRES|InvalidArgument|data|allocate_output|input|shape|get_num_ngrams|CreateNgrams|Compute|TensorShape|one|equal
idx:477800,477800,icl_baseline_only,0,ceph,CWE-79,7565,224,"int RGWGetObj_ObjStore_S3::send_response_data(bufferlist& bl, off_t bl_ofs,",0,1,1,0,0,vulnerable_changed,0.006202876567840576,1.0,dump_header|ldpp_dout|end|c_str|length|compare|find|decode|catch|set_req_state_err|dump_errno|encode_json|decode_attr_bl_single_value|dump_header_if_nonempty|dump_etag|strcmp|begin|count|end_header|dump_body
idx:195740,195740,icl_baseline_only,1,libjpeg,CWE-703,6317,170,bool SampleInterleavedLSScan::ParseMCU(void),1,0,1,1,1,vulnerable_changed,0.0031682252883911133,0.5435644431995964,assert|UpdateContext|QuantizedGradient|HeightOf|GetContext|GolombParameter|GolombDecode|InverseErrorMapping|ErrorMappingOffset|Reconstruct|UpdateState|ParseMCU|FractionalColorBitsOf|CurrentLine|StartLine|BeginReadMCU|ByteStreamOf|isRunMode|DecodeRun|error
idx:197326,197326,icl_baseline_only,1,tensorflow,CWE-703,2300,56,"static Status ParseEquation(const string& equation,",1,0,0,0,0,vulnerable_context,0.0002384781837463379,0.954434002924965,resize|at|size|MapToLabels|ParseEquation|TF_RETURN_IF_ERROR|ParseEinsumEquation|to|GetDimensionType|OK
idx:194996,194996,icl_baseline_only,1,tensorflow,CWE-476,1226,31,"Status GetInitOp(const string& export_dir, const MetaGraphDef& meta_graph_def,",1,0,0,0,0,vulnerable_context,0.0011588335037231445,1.0,find|end|signature_def|OK|node_list|GetInitOp|outputs|name|collection_def|value_size|FailedPrecondition|StrCat|value
idx:195471,195471,icl_baseline_only,1,weechat,CWE-476,3200,105,IRC_PROTOCOL_CALLBACK(352),1,0,1,0,1,vulnerable_changed,0.004722297191619873,0.8112781244591328,strlen|free|s|IRC_PROTOCOL_CALLBACK|IRC_PROTOCOL_MIN_ARGS|message|strcmp|irc_channel_search|irc_nick_search|malloc|snprintf|irc_nick_set_host|irc_nick_set_away|weechat_hashtable_has_key|strdup|who|weechat_printf_date_tags|irc_msgbuffer_get_target_buffer|irc_protocol_tags|weechat_prefix
idx:213998,213998,icl_baseline_only,1,libtpms,CWE-119,482,20,FindEmptyObjectSlot(,1,0,0,0,0,safe_background,0.0,0.5435644431995964,FindEmptyObjectSlot|MemorySet
idx:197801,197801,icl_baseline_only,1,tensorflow,CWE-345,1688,45,"bool TensorSliceReader::CopySliceData(const string& name,",1,0,0,0,1,fixed_changed,-0.0012814998626708984,0.954434002924965,VLOG|DebugString|FindTensorSlice|data|CopySliceData|l|LoadAllShards|FindWithDefault|CHECK_GE|EncodeTensorNameSlice|Get|ParseProtoUnlimited|CopyDataFromTensorSliceToTensorSlice|shape
idx:204535,204535,icl_baseline_only,1,admesh,CWE-125,620,16,"stl_update_connects_remove_1(stl_file *stl, int facet_num) {",1,0,0,1,1,vulnerable_context,-0.009372830390930176,0.954434002924965,stl_update_connects_remove_1
idx:197760,197760,icl_baseline_only,1,tensorflow,CWE-125,1030,24,"TfLiteStatus EvalGatherNd(TfLiteContext* context, const TfLiteTensor* params,",1,0,0,0,0,vulnerable_changed,0.0020112991333007812,0.5435644431995964,EvalGatherNd|ReportError|TfLiteTypeGetName
idx:195720,195720,icl_baseline_only,1,mvfst,CWE-703,3323,80,void updateHandshakeState(QuicServerConnectionState& conn) {,1,0,1,0,1,vulnerable_changed,0.004237353801727295,0.8112781244591328,move|addTransportStateUpdate|QUIC_TRACE|CHECK|updateHandshakeState|getZeroRttReadCipher|getZeroRttReadHeaderCipher|getOneRttWriteCipher|getOneRttReadCipher|getOneRttWriteHeaderCipher|getOneRttReadHeaderCipher|setZeroRttReadCipher|setZeroRttHeaderCipher|setOneRttHeaderCipher|get|updatePacingOnKeyEstablished|getClientTransportParams|QuicTransportException|processClientInitialParams|setOneRttReadCipher
idx:198374,198374,icl_baseline_only,1,tensorflow,CWE-703,5377,124,void Compute(OpKernelContext* ctx) override {,1,0,0,0,1,vulnerable_context,-0.0010074377059936523,0.954434002924965,dim_size|OP_REQUIRES_OK|TensorShape|input|OP_REQUIRES|InvalidArgument|allocate_output|dims|forward_input_or_allocate_output|allocate_temp|v|Compute
idx:197666,197666,icl_baseline_only,1,njs,CWE-703,4494,174,"njs_object_iterate_reverse(njs_vm_t *vm, njs_iterator_args_t *args,",1,0,0,0,1,vulnerable_changed,0.010572075843811035,0.954434002924965,njs_slow_path|handler|njs_is_string|njs_string_new|njs_iterator_object_handler|njs_array_destroy|njs_object_iterate_reverse|njs_is_array|njs_array|njs_fast_path|njs_is_valid|njs_value_arg|njs_value_property_i64|njs_is_object_string|njs_object_value_alloc|njs_set_object_value|njs_object_value|njs_string_prop|njs_string_offset|njs_utf8_next
idx:511472,511472,icl_baseline_only,0,server,CWE-416,15074,476,"bool open_table(THD *thd, TABLE_LIST *table_list, Open_table_context *ot_ctx)",0,1,1,0,1,vulnerable_changed,0.011471390724182129,0.954434002924965,DBUG_RETURN|MYF|my_error|DBUG_ASSERT|tdc_release_share|init|DBUG_PRINT|unlikely|request_backoff_action|is_write_lock_request|set_partitions_as_used|mdl_deadlock_handler|push_internal_handler|get_timeout|pop_internal_handler|DEBUG_SYNC|is_error|clear_error|tc_release_table|my_free
idx:195073,195073,icl_baseline_only,1,tensorflow,CWE-416,4701,95,"void DecodePngV2(OpKernelContext* context, StringPiece input) {",1,0,1,1,1,vulnerable_context,0.004166722297668457,0.5435644431995964,OP_REQUIRES|InvalidArgument|CommonFinishDecode|size|CommonFreeDecode|allocate_output|TensorShape|data|get|DecodePngV2|CommonInitDecode|TODO|decode_|ok|OP_REQUIRES_OK|uint16|buffer|buf|max|device
idx:195082,195082,icl_baseline_only,1,linux,CWE-862,1076,40,void recalc_intercepts(struct vcpu_svm *svm),1,0,0,0,1,vulnerable_changed,0.005227863788604736,0.954434002924965,vmcb_clr_intercept|recalc_intercepts|vmcb_mark_dirty|is_guest_mode
idx:200320,200320,icl_baseline_only,1,samba,CWE-665,8888,330,"static NTSTATUS vfswrap_fsctl(struct vfs_handle_struct *handle,",1,0,0,0,1,vulnerable_changed,0.004195272922515869,0.954434002924965,DEBUG|fsp_fnum_dbg|TALLOC_FREE|SIVAL|NT_STATUS_IS_OK|talloc_array|push_file_id_16|max_data_count|DEBUGADD|MIN|sid_string_dbg|BVAL|SBVAL|vfswrap_fsctl|file_set_sparse|smb_fname_str_dbg|nt_errstr|memcpy|create_volume_objectid|Copies
idx:195291,195291,icl_baseline_only,1,tensorflow,CWE-908,3667,87,void Compute(OpKernelContext* context) override {,1,0,1,1,1,safe_background,0.0,0.5435644431995964,shape|replace_ref_input|Copy|mutable_input|DebugString|num_elements|dtype|Compute|input|forward_ref_input_to_ref_output|set_gpu_compatible|set_nic_compatible|l|input_ref_mutex|IsSameSize|OP_REQUIRES|InvalidArgument|IsInitialized|CHECK|CopyFrom
idx:210271,210271,icl_baseline_only,1,vim,CWE-787,2143,97,"sug_filltree(spellinfo_T *spin, slang_T *slang)",1,0,1,1,1,vulnerable_changed,0.012174487113952637,0.5435644431995964,tree_add_word|sug_filltree|wordtree_alloc|line_breakcheck|spell_soundfold|bytes|smsg|_
idx:195741,195741,icl_baseline_only,1,libjpeg,CWE-703,5436,150,bool SingleComponentLSScan::ParseMCU(void),1,0,1,1,1,vulnerable_changed,0.007076263427734375,0.5435644431995964,printf|assert|UpdateContext|QuantizedGradient|HeightOf|GetContext|GolombParameter|GolombDecode|InverseErrorMapping|ErrorMappingOffset|Reconstruct|UpdateState|ParseMCU|FractionalColorBitsOf|CurrentLine|StartLine|BeginReadMCU|ByteStreamOf|isRunMode|DecodeRun
idx:210204,210204,icl_baseline_only,1,linux,CWE-362,1036,38,"static struct nlattr *reserve_sfa_size(struct sw_flow_actions **sfa,",1,0,1,1,1,vulnerable_changed,0.0030843615531921387,0.8112781244591328,ksize|reserve_sfa_size|NLA_ALIGN|offsetof|max|OVS_NLERR|ERR_PTR|nla_alloc_flow_actions|IS_ERR|memcpy|kfree
idx:500663,500663,positive_weighted_rag_method_only,0,libssh,CWE-399,2430,90,"int sftp_mkdir(sftp_session sftp, const char *directory, mode_t mode) {",1,0,0,0,1,vulnerable_changed,0.003929734230041504,0.954434002924965,ssh_buffer_free|ssh_set_error_oom|ssh_string_free|sftp_message_free|sftp_set_error|status_msg_free|ssh_set_error|sftp_mkdir|ssh_buffer_new|ssh_string_from_char|ZERO_STRUCT|sftp_get_new_id|buffer_add_u32|buffer_add_ssh_string|buffer_add_attributes|sftp_packet_write|sftp_read_and_dispatch|sftp_dequeue|parse_status_msg|sftp_lstat
idx:302095,302095,positive_weighted_rag_method_only,0,radare2,CWE-476,786,25,RList *r_bin_ne_get_segments(r_bin_ne_obj_t *bin) {,1,1,0,0,0,vulnerable_changed,0.0039435625076293945,0.954434002924965,r_bin_ne_get_segments|r_list_newf|R_NEW0|__translate_perms|r_str_newf|r_list_append
idx:247755,247755,positive_weighted_rag_method_only,0,cryptopp,CWE-399,1215,41,"Integer InvertibleRWFunction::CalculateInverse(RandomNumberGenerator &rng, const Integer &x) const",1,1,0,0,1,safe_background,-0.002728879451751709,0.954434002924965,One|Square|Multiply|Jacobi|IsOdd|ModularSquareRoot|CalculateInverse|DoQuickSanityCheck|modn|Randomize|MultiplicativeInverse|IsZero|CRT|STDMIN|ApplyFunction|Exception
idx:481787,481787,positive_weighted_rag_method_only,0,nagioscore,CWE-476,782,33,"static int qh_help(int sd, char *buf, unsigned int len)",1,0,0,0,0,safe_background,-0.0006379485130310059,0.954434002924965,nsock_printf_nul|strcmp|nsock_printf|qh_help|qh_find_handler|handler
idx:405333,405333,positive_weighted_rag_method_only,0,linux,CWE-703,954,47,"static int xfrm_expand_policies(const struct flowi *fl, u16 family,",1,0,1,0,0,vulnerable_context,0.002516627311706543,1.0,IS_ERR|PTR_ERR|xfrm_expand_policies|xfrm_policy_lookup_bytype|xp_net|xfrm_pols_put
idx:229337,229337,positive_weighted_rag_method_only,0,tensorflow,CWE-476,1966,45,"Status GetDeviceForInput(const EagerOperation& op, const EagerContext& ctx,",1,1,0,0,0,vulnerable_changed,0.014657318592071533,1.0,device|name|TF_RETURN_IF_ERROR|GetDeviceForInput|HostCPU|Type|TODO|Tensor|NumElements|InvalidArgument|FindDeviceFromName|c_str|device_type|MTypeFromDTypeIntsOnDevice|MTypeFromDType|is_function|Device|OK
idx:384201,384201,positive_weighted_rag_method_only,0,linux,CWE-703,1517,66,"static int nft_verdict_init(const struct nft_ctx *ctx, struct nft_data *data,",1,0,1,0,1,vulnerable_changed,0.003998160362243652,0.8112781244591328,IS_ERR|PTR_ERR|nft_verdict_init|nft_genmask_next|nla_parse_nested_deprecated|ntohl|nla_get_be32|nft_chain_lookup|nft_chain_lookup_byid|nft_is_base_chain|nft_chain_is_bound
idx:459107,459107,positive_weighted_rag_method_only,0,linux,CWE-416,5631,233,"static int tc_new_tfilter(struct sk_buff *skb, struct nlmsghdr *n,",1,1,1,0,1,vulnerable_changed,0.007413268089294434,0.5435644431995964,NL_SET_ERR_MSG|IS_ERR|PTR_ERR|mutex_unlock|tfilter_put|tc_new_tfilter|sock_net|netlink_ns_capable|nlmsg_parse_deprecated|nlmsg_data|TC_H_MIN|TC_H_MAJ|TC_H_MAKE|__tcf_qdisc_find|tcf_proto_check_kind|shared|tcf_proto_is_unlocked|rtnl_lock|__tcf_qdisc_cl_find|__tcf_block_find
idx:221428,221428,positive_weighted_rag_method_only,0,tensorflow,CWE-617,1679,40,"bool Tensor::FromProto(Allocator* a, const TensorProto& proto) {",1,1,1,0,0,vulnerable_changed,0.006881415843963623,0.8112781244591328,dtype|CASES_WITH_DEFAULT|tensor_shape|num_elements|tensor_content|FromProto|CHECK_NOTNULL|IsValid|shape|empty|Decode|tensors|set_dtype|UnrefIfNonNull|TODO|MemoryLoggingEnabled|data|RecordTensorAllocation|Unknown
idx:219931,219931,positive_weighted_rag_method_only,0,tensorflow,CWE-617,3008,80,"Status ConstantFolding::EvaluateOneFoldable(const NodeDef& node,",1,0,0,0,1,vulnerable_changed,0.005847573280334473,0.954434002924965,dtype|Status|StrCat|at|size|name|TF_RETURN_IF_ERROR|InvalidArgument|tensor_shape|EvaluateOneFoldable|MakeCleanup|input|ParseTensorName|index|GetNode|IsReallyConstant|CheckAttrExists|attr|tensor|ToString
idx:459400,459400,positive_weighted_rag_method_only,0,vim,CWE-416,17024,696,do_tag(,1,1,1,0,0,vulnerable_changed,0.010997653007507324,1.0,_|defined|emsg|vim_strsave|FreeWild|tagstack_clear_entry|parse_match|cs_free_tags|STRCMP|vim_free|jumpto_tag|semsg|set_vim_var_string|do_tag|tag|free_string_option|CLEAR_POS|fails|buflist_getfile|setpcmark
idx:389760,389760,positive_weighted_rag_method_only,0,jasper,CWE-703,4234,170,"cmdopts_t *cmdopts_parse(int argc, char **argv)",1,0,1,0,0,vulnerable_changed,0.005607903003692627,0.954434002924965,fprintf|atoi|addopt|cmdopts_destroy|badusage|cmdopts_parse|malloc|exit|get_default_max_mem_usage|jas_getopt|strtoull
idx:282862,282862,positive_weighted_rag_method_only,0,linux,CWE-401,660,25,static int rsi_send_beacon(struct rsi_common *common),1,0,1,0,1,vulnerable_changed,2.0444393157958984e-05,0.8112781244591328,rsi_dbg|rsi_send_beacon|dev_alloc_skb|memset|skb_pull|rsi_prepare_beacon|dev_kfree_skb|skb_queue_tail|rsi_set_event
idx:455177,455177,positive_weighted_rag_method_only,0,libmobi,CWE-119,2146,54,"MOBI_RET mobi_parse_huffdic(const MOBIData *m, MOBIHuffCdic *huffcdic) {",1,1,0,0,1,vulnerable_changed,0.0009453296661376953,0.8112781244591328,debug_print|mobi_parse_huffdic|mobi_get_kf8offset|record|mobi_get_record_by_seqnumber|short|mobi_parse_huff|malloc|mobi_parse_cdic
idx:328807,328807,positive_weighted_rag_method_only,0,vim,CWE-787,20005,766,do_put(,1,1,1,0,1,vulnerable_changed,0.004342079162597656,0.5435644431995964,STRLEN|mch_memmove|gchar_cursor|u_save|alloc|ml_get|ml_append|vim_free|ml_replace|_|getvcol|changed_lines|get_indent|ml_get_cursor|ml_get_curline|emsg|vim_memset|stuffcharReadbuff|u_save_cursor|MB_PTR_ADV
idx:424969,424969,positive_weighted_rag_method_only,0,linux,CWE-476,5161,189,"struct iwl_trans *iwl_trans_pcie_alloc(struct pci_dev *pdev,",1,0,0,0,1,vulnerable_changed,0.0016521215438842773,0.954434002924965,DMA_BIT_MASK|dev_err|ERR_PTR|init_waitqueue_head|iwl_trans_alloc|spin_lock_init|mutex_init|pci_set_dma_mask|pci_set_consistent_dma_mask|iwl_trans_pcie_alloc|pcim_enable_device|IWL_TRANS_GET_PCIE_TRANS|alloc_workqueue|INIT_WORK|alloc_percpu|pci_disable_link_state|IWL_PCIE_MAX_FRAGS|pci_set_master|pcim_iomap_regions_request_all|BIT
idx:196846,196846,positive_weighted_rag_method_only,1,tensorflow,CWE-369,1159,30,"TfLiteStatus Eval(TfLiteContext* context, TfLiteNode* node) {",0,0,0,1,0,fixed_changed,0.0,0.5435644431995964,TF_LITE_ENSURE_OK|GetInputSafe|Eval|GetOutputSafe|ReportError
idx:301429,301429,positive_weighted_rag_method_only,0,samba,CWE-665,8880,330,"static NTSTATUS vfswrap_fsctl(struct vfs_handle_struct *handle,",1,0,0,0,1,vulnerable_changed,0.004195272922515869,0.954434002924965,DEBUG|fsp_fnum_dbg|TALLOC_FREE|SIVAL|NT_STATUS_IS_OK|talloc_array|push_file_id_16|max_data_count|DEBUGADD|MIN|sid_string_dbg|BVAL|SBVAL|vfswrap_fsctl|file_set_sparse|smb_fname_str_dbg|nt_errstr|memcpy|create_volume_objectid|Copies
idx:497809,497809,positive_weighted_rag_method_only,0,grep,CWE-119,2383,82,"bmexec_trans (kwset_t kwset, char const *text, size_t size)",1,0,1,0,0,safe_background,-0.013738155364990234,0.954434002924965,U|memchr_kwset|bm_delta2_search|bmexec_trans
idx:432247,432247,positive_weighted_rag_method_only,0,unicorn,CWE-476,406,17,"void qemu_ram_free(struct uc_struct *uc, RAMBlock *block)",1,0,1,0,0,fixed_changed,-5.960464477539063e-08,0.954434002924965,qemu_ram_free|ram_block_notify_remove|QLIST_REMOVE_RCU|smp_wmb|call_rcu|reclaim_ramblock
idx:233862,233862,positive_weighted_rag_method_only,0,deark,CWE-369,1471,49,"void fmtutil_macbitmap_read_pixmap_only_fields(deark *c, dbuf *f, struct fmtutil_macbitmap_info *bi,",1,0,1,0,0,vulnerable_changed,0.0006301999092102051,0.954434002924965,de_dbg|dbuf_getu16be|dbuf_getu32be|de_dbg_indent|pict_read_fixed|fmtutil_macbitmap_read_pixmap_only_fields
idx:224153,224153,positive_weighted_rag_method_only,0,tensorflow,CWE-908,3946,93,void Compute(OpKernelContext* context) override {,1,0,0,0,1,vulnerable_context,0.0007904767990112305,0.954434002924965,shape|replace_ref_input|Copy|OP_REQUIRES|IsInitialized|mutable_input|DebugString|num_elements|dtype|Compute|input|forward_ref_input_to_ref_output|Internal|set_gpu_compatible|set_nic_compatible|l|input_ref_mutex|IsSameSize|InvalidArgument|CHECK
idx:391627,391627,positive_weighted_rag_method_only,0,linux,CWE-120,400,23,"static ssize_t remove_slot_store(struct kobject *kobj,",1,0,0,0,1,vulnerable_changed,0.0002548694610595703,0.954434002924965,remove_slot_store|strscpy|strchr|dlpar_remove_slot
idx:242637,242637,positive_weighted_rag_method_only,0,gpac,CWE-703,12031,365,static GF_Err isoffin_process(GF_Filter *filter),1,1,0,0,0,vulnerable_changed,0.004747152328491211,0.954434002924965,gf_filter_pck_set_property|GF_LOG|gf_filter_pck_set_sap|gf_list_get|gf_filter_pid_set_eos|gf_filter_pid_get_property|gf_isom_get_sample_count|PROP_BOOL|gf_filter_pid_is_eos|gf_filter_pid_drop_packet|isor_reader_release_sample|PROP_UINT|PROP_DATA|PROP_FRAC64_INT|PROP_LONGUINT|gf_isom_get_tfrf|gf_filter_pid_set_info_str|isoffin_process|gf_filter_get_udta|gf_list_count
idx:282984,282984,positive_weighted_rag_method_only,0,LuaJIT,CWE-125,1412,51,static ptrdiff_t finderrfunc(lua_State *L),1,0,0,0,0,fixed_changed,0.008090615272521973,0.954434002924965,cframe_errfunc|cframe_prev|frame_prevd|cframe_nres|finderrfunc|tvref|cframe_raw|restorestack|inherited|frame_typep|frame_prevl|cframe_canyield|frame_ftsz|savestack|lua_assert
idx:255574,255574,positive_weighted_rag_method_only,0,njs,CWE-787,1139,57,"njs_module_path(njs_vm_t *vm, const njs_str_t *dir, njs_module_info_t *info)",1,1,1,0,1,vulnerable_changed,0.0022968053817749023,0.5435644431995964,njs_cpymem|njs_module_path|njs_slow_path|realpath|open|njs_strlen
idx:247550,247550,positive_weighted_rag_method_only,0,envoy,CWE-362,2972,62,"void DefaultCertValidator::updateDigestForSessionId(bssl::ScopedEVP_MD_CTX& md,",1,0,1,0,0,vulnerable_changed,0.0003101229667663574,0.954434002924965,RELEASE_ASSERT|get|getLastCryptoError|value_or|EVP_DigestUpdate|data|size|decltype|updateDigestForSessionId|X509_digest|EVP_sha256|format|subjectAltNameMatchers|hash|certificateRevocationList|empty|length|allowExpiredCertificate|trustChainVerification|onlyVerifyLeafCertificateCrl
idx:238322,238322,positive_weighted_rag_method_only,0,barebox,CWE-200,305,20,"int digest_generic_verify(struct digest *d, const unsigned char *md)",1,0,1,0,0,fixed_changed,-0.0016684532165527344,0.8112781244591328,digest_generic_verify|digest_length|xmalloc|digest_final|crypto_memneq|free
idx:411896,411896,positive_weighted_rag_method_only,0,tor,CWE-399,17737,536,"networkstatus_parse_vote_from_string(const char *s, const char **eos_out,",1,0,1,0,1,vulnerable_changed,0.012594461441040039,0.954434002924965,log_warn|escaped|tor_free|smartlist_create|smartlist_add|tor_strdup|tor_assert|find_by_keyword|find_opt_by_keyword|tor_parse_long|strcmp|strlen|smartlist_get|base16_decode|tor_malloc_zero|parse_iso_time|SMARTLIST_FOREACH|smartlist_free|memcpy|SMARTLIST_FOREACH_BEGIN
idx:268104,268104,positive_weighted_rag_method_only,0,tensorflow,CWE-703,11370,236,void Compute(OpKernelContext* context) override {,1,0,1,0,1,vulnerable_changed,0.0022434592247009277,0.8112781244591328,OP_REQUIRES_OK|OP_REQUIRES|size|InvalidArgument|StrCat|row_remapping|input|DebugString|dim_size|dims|LOG|shape|RemapVectorToMap|DataTypeString|TODO|FindOrNull|output_matrix|matrix|Compute|clear
idx:447231,447231,positive_weighted_rag_method_only,0,php-src,CWE-17,2818,117,"apprentice_load(struct magic_set *ms, const char *fn, int action)",1,0,0,0,1,safe_background,-0.003058195114135742,1.0,efree|file_oomem|php_stream_closedir|CAST|strlen|qsort|load_1|apprentice_load|TSRMLS_FETCH|memset|ecalloc|fprintf|php_sys_stat|S_ISDIR|php_stream_opendir|php_stream_readdir|snprintf|stat|S_ISREG|erealloc
idx:224181,224181,positive_weighted_rag_method_only,0,tensorflow,CWE-843,1181,32,void Compute(OpKernelContext* ctx) override {,1,0,0,0,1,fixed_changed,0.0014670491218566895,0.954434002924965,OP_REQUIRES_OK|input|OP_REQUIRES|NumElements|InvalidArgument|Compute|GetStagingMap|def|scope|input_list|shape|key|size|push_back|put
idx:259619,259619,positive_weighted_rag_method_only,0,libjpeg,CWE-787,1217,34,void HierarchicalBitmapRequester::PrepareForEncoding(void),1,0,0,0,1,vulnerable_changed,0.004355490207672119,1.0,PrepareForEncoding|AllocMem|memset|BuildCommon|ComponentOf|SubXOf|SubYOf|CreateDownsampler|TablesOf|isDownsamplingInterpolated
idx:293939,293939,positive_weighted_rag_method_only,0,vim,CWE-787,5668,223,ex_retab(exarg_T *eap),1,0,1,0,1,vulnerable_changed,0.0045683979988098145,0.8112781244591328,tabstop_count|_|emsg|vim_free|mch_memmove|tabstop_first|redraw_curbuf_later|ex_retab|tabstop_set|vim_isdigit|vim_strnsave|getdigits|semsg|ml_get|VIM_ISWHITE|tabstop_fromto|u_save|STRLEN|alloc|ml_replace
idx:219032,219032,positive_weighted_rag_method_only,0,tensorflow,CWE-617,2762,76,Status ConstantFolding::IsSimplifiableReshape(,1,1,0,0,1,safe_background,0.0003197789192199707,0.8112781244591328,Internal|name|DebugString|ok|input_size|size|dtype|shape|NumElements|push_back|MakeShape|IsSimplifiableReshape|IsReshape|GetNode|input|IsReallyConstant|MakeCleanup|EvaluateNode|TensorVector|GetInputProperties
idx:223728,223728,positive_weighted_rag_method_only,0,tensorflow,CWE-476,4724,121,"bool ConstantFolding::MulConvPushDown(GraphDef* optimized_graph, NodeDef* node,",1,1,0,0,1,vulnerable_changed,0.00521320104598999,0.954434002924965,name|input|GetNode|IsReallyConstant|device|shape|set_input|GetOutputProperties|empty|get|set_name|UpdateInput|MulConvPushDown|TODO|PrepareConstantPushDown|IsAnyMul|NumNonControlInputs|IsConv2D|IsConv3D|input_size
