author_no_yes_correct,author_no_yes_pred,best_ensemble_correct,best_ensemble_pred,bounds_keyword_count,char_len,cwe,error_handling_keyword_count,idx,lifecycle_keyword_count,line_count,memory_api_count,null_keyword_count,old_rag_correct,old_rag_pred,patch_contrast_correct,patch_contrast_pred,positive_weighted_rag_correct,positive_weighted_rag_pred,project,retrieval_pos_neg_margin_max,retrieval_top1_score,target,token_len_approx,yes_only_correct,yes_only_pred,zero_shot_correct,zero_shot_pred,base_pred_column,base_pred,repair_verifier_available,repair_verifier_pred,repair_present,repair_type,repair_confidence,repair_evidence,repair_reason,repair_override,repair_applied_pred,repair_applied_correct
1,1,1,1,2,737,CWE-415,13,204073,7,37,9,5,1,1,1,1,0,0,shapelib,0.004907548427581787,0.9399808645248413,1,227,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,3567,CWE-617,13,204115,0,161,0,0,1,1,1,1,1,1,openldap,0.03535944223403931,0.9999999403953552,1,996,1,1,1,1,best_ensemble_pred,1,1,1,False,unknown,high,"The historical evidence is from varnish-cache (CWE-617) involving HTTP header CRLF parsing and buffer bounds checking, which is entirely unrelated to the target function's GSER string parsing and double-quote escaping logic in openldap.","The historical repair evidence addresses a completely different behavior pattern (HTTP CRLF parsing bounds checking) that cannot be mapped to the target function's GSER format parsing, making the evidence irrelevant and leaving the first-stage YES verdict unrejected.",0,1,1
1,1,1,1,2,6800,CWE-369,11,204137,4,201,7,5,1,1,1,1,1,1,poppler,0.001421213150024414,0.9385243654251099,1,2168,1,1,1,1,best_ensemble_pred,1,1,1,False,unknown,high,"The target function contains integer arithmetic and size calculations (e.g., `(unsigned long) surface_width * surface_height > 0x800000L`, `result_width / surface_width`) but lacks the specific `uint64_t` casting repair pattern from the historical evidence.","The historical evidence addresses a specific integer overflow pattern in libcaca by casting intermediate multiplication operands to uint64_t, which is behaviorally irrelevant to the different arithmetic and overflow checks present in the poppler target function.",0,1,1
1,1,1,1,3,558,CWE-125,0,204195,1,19,0,0,1,1,1,1,1,1,pjproject,-0.0014352798461914062,0.953692615032196,1,143,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target function reads from the packet using *((pj_uint8_t*)pkt+8) and ((pj_uint8_t*)pkt+9) with only a minimal size > 8 check, lacking any bounds validation that the read offset plus the extracted length does not exceed the total packet size.","The historical patch adds bounds checks to prevent out-of-bounds reads on a data buffer, but the target function lacks equivalent bounds validation for its buffer reads, making the vulnerability still present.",0,1,1
0,0,0,0,10,6093,CWE-787,31,204243,3,271,1,8,0,0,0,0,0,0,vim,0.013030469417572021,0.958290696144104,1,1470,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
0,0,1,1,0,876,CWE-94,6,204278,0,32,1,3,1,1,1,1,1,1,firejail,0.0046634674072265625,0.954625129699707,1,255,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,3,1824,CWE-125,4,204351,1,47,0,0,1,1,1,1,0,0,squirrel,0.0013510584831237793,0.9342229962348938,1,353,0,0,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,8,1123,CWE-787,10,204412,0,42,0,3,0,0,1,1,1,1,bpf,0.0005410909652709961,0.9561519622802734,1,249,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,11,2808,CWE-125,7,204425,0,107,1,0,1,1,1,1,1,1,frr,0.0017221570014953613,0.9302739500999451,1,612,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,medium,"The target function contains bounds checks (e.g., 'if (pnt + 3 > end)' and 'if (pnt + (cap.length + 3) > end)') but these are structurally different and guard different operations than the specific 'sizeof(struct) > tlen' and 'vqp_obj_len > tlen' checks added in the tcpdump patch, and the target lacks the 'finite_states[smc->state]->name' array access repair from the libreswan patch.","The historical patches address out-of-bounds access in specific data structures (libreswan state array, tcpdump VQP TLV parsing) with targeted bounds checks that do not map to the BGP capability parsing logic in the target function, so the specific repairs are absent and the vulnerability prediction stands.",0,1,1
1,1,1,1,10,16612,CWE-617,90,204438,2,475,2,44,1,1,1,1,1,1,ImageMagick,0.0018204450607299805,0.9537286162376404,1,3160,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,636,CWE-193,3,204495,0,21,0,0,1,1,1,1,1,1,linux,-0.004546821117401123,0.9548196792602539,1,144,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,5,2388,CWE-125,4,204534,0,76,5,0,1,1,1,1,1,1,admesh,-0.0008477568626403809,0.9157049059867859,1,607,1,1,1,1,best_ensemble_pred,1,1,1,False,unknown,high,"The historical patch addresses a hash-table lookup out-of-bounds read in tcpdump by adding a length check (nlen == tp->bs_nbytes) before memcmp, while the target function is a completely unrelated mesh degenerate-facet removal routine in admesh that uses memcmp for vertex equality comparison without any hash-table lookup or missing length guard.",The historical repair evidence is irrelevant to the target function as it fixes a different behavior pattern (hash-table lookup bounds check) that cannot be mapped to the target's vertex comparison logic.,0,1,1
0,0,1,1,0,620,CWE-125,2,204535,0,16,0,0,0,0,1,1,1,1,admesh,-0.009372830390930176,0.9336001873016357,1,163,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,2,8029,CWE-416,21,204544,3,297,7,3,1,1,1,1,1,1,linux,0.0054489970207214355,0.9405232667922974,1,1899,1,1,1,1,best_ensemble_pred,1,1,1,False,api_replacement,high,"The target function uses kzalloc() and kcalloc() for device state allocation, and properly handles their failure paths with kfree() and goto error labels, which superficially matches the fixed side of the historical patch.","The historical patch's repair obligation is specifically replacing devm_kzalloc/devm_kmalloc with kzalloc/kmalloc to fix a use-after-free caused by device-managed memory lifetimes in the raremono driver, which is an entirely different device and behavior pattern from the em28xx target function that already uses non-devm allocators natively.",0,1,1
1,1,1,1,0,827,CWE-703,3,204814,2,35,3,1,1,1,1,1,0,0,linux,0.005205512046813965,0.9575507640838623,1,199,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,0,422,CWE-200,3,204830,0,17,0,0,1,1,0,0,0,0,linux,-0.0009312033653259277,0.9559057950973511,1,96,1,1,0,0,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,0,0,0,1193,CWE-94,5,205630,0,42,0,0,0,0,0,0,0,0,linux,0.0026851892471313477,0.9554912447929382,1,282,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,5,1196,CWE-787,34,205734,1,65,3,9,1,1,1,1,1,1,rizin,-0.002020120620727539,0.9506011009216309,1,355,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,low,"The historical evidence is from a different project (engine) and involves GOST cryptographic encoding buffer overflow checks, while the target (rizin) involves Python complex object parsing with its own distinct buffer read and size checks.","The historical repair evidence is irrelevant to the target function's behavior pattern as it addresses a completely different API and context (GOST encryption buffer size validation vs. Python bytecode complex number parsing), so it cannot be used to reject the first-stage YES.",0,1,1
0,0,0,0,0,110,CWE-834,0,205736,0,4,0,0,0,0,0,0,0,0,linux,-0.002780616283416748,0.933734118938446,1,25,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,4,1794,CWE-269,20,205806,1,88,0,9,1,1,1,1,1,1,Singular,0.006890654563903809,0.9384090900421143,1,504,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,1,991,CWE-401,0,205823,0,25,0,0,0,0,1,1,0,0,ovs,-0.0015590786933898926,0.9436839818954468,1,165,1,1,0,0,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,0,0,0,295,CWE-200,1,206025,0,11,0,0,0,0,0,0,0,0,evolution-data-server,-0.00047409534454345703,0.9389800429344177,1,58,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,14,7841,CWE-125,21,206043,7,274,1,1,1,1,1,1,1,1,gimp,0.005370199680328369,0.9845808148384094,1,1543,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,16,2972,CWE-672,4,206044,0,130,0,0,1,1,1,1,1,1,tigervnc,0.00208204984664917,0.9426440596580505,1,764,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,3,9072,CWE-787,33,206262,3,362,0,11,1,1,0,0,1,1,vim,0.0052356719970703125,0.9511356353759766,1,2095,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,5477,CWE-416,28,206273,8,177,8,8,1,1,0,0,0,0,radare2,0.0028003454208374023,0.9434003829956055,1,1473,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,0,0,5,10082,CWE-787,22,206417,16,400,5,7,1,1,0,0,0,0,vim,0.006507396697998047,0.9634653329849243,1,2212,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,3,400,CWE-119,2,206555,0,24,1,0,1,1,1,1,0,0,php-src,-0.009549558162689209,0.9633285403251648,1,116,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,medium,"The target function calculates 'remain = dp->logicalSize - dp->pos' and uses it to bound 'rlen', but lacks a check to prevent 'remain' from becoming negative if 'dp->pos > dp->logicalSize', which could lead to a negative 'rlen' being passed to memcpy.","The historical patches add explicit bounds checks against maximum sizes or buffer limits to prevent overflow, whereas the target function's implicit bounds calculation can result in a negative length if the position exceeds the logical size, indicating the specific repair is absent.",0,1,1
1,1,1,1,0,1594,CWE-119,2,206588,0,84,0,0,1,1,1,1,1,1,php-src,0.03166073560714722,0.9971367120742798,1,446,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target function is gdImageFillToBorder and lacks any overflow2 checks or bounds clamping for x and y before accessing im->sx and im->sy, whereas the historical fix added overflow2 guards in gdImageCreate and the vulnerable version of gdImageFillToBorder contained clamping logic (x = im->sx - 1, y = im->sy - 1) that is absent in the target.","The target function lacks the bounds/overflow checks introduced by the historical patch and even omits the clamping guards present in the historical vulnerable version, leaving the same risky out-of-bounds access pattern unprotected.",0,1,1
1,1,1,1,10,8295,CWE-787,25,206625,0,220,1,5,1,1,1,1,1,1,raptor,0.0026696324348449707,0.9191532731056213,1,1343,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target function increments nspace_declarations_count up to nspace_max_count without a bounds check to prevent out-of-bounds writes to the dynamically allocated nspace_declarations array, and lacks the specific result_size > sizeof(result) or len validation guards shown in the historical evidence.","The historical evidence shows a bounds/shape check repair for a different project and behavior pattern (php-src/firebird and vhost_net), which cannot be mapped to the target's raptor XML namespace array overflow, so the target lacks the specific repair and the first-stage YES stands.",0,1,1
1,1,1,1,2,1465,CWE-703,15,206639,0,64,0,1,1,1,1,1,0,0,linux,0.003998160362243652,0.9469802379608154,1,319,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,12,18843,CWE-924,75,206670,3,536,11,6,0,0,1,1,1,1,nbdkit,0.004711747169494629,0.9478967189788818,1,3183,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,2,6235,CWE-122,11,206676,4,242,0,4,0,0,0,0,0,0,vim,0.0018655657768249512,0.9562565088272095,1,1325,1,1,0,0,best_ensemble_pred,1,1,1,False,unknown,high,"The target function `update_topline` is a window scrolling utility that does not contain the `PBYTE`, `gchar_cursor`, `done`, or `virtual_op` logic found in the historical patch.","The historical evidence addresses a bounds/null check repair in a block operation function (`op_replace`), which is entirely unrelated to the target function's scrolling logic, so the specific repair cannot be mapped to the target.",0,1,1
1,1,1,1,13,5339,CWE-703,25,206677,0,211,0,10,0,0,0,0,1,1,vim,0.00909888744354248,0.9459242224693298,1,1334,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,1260,CWE-191,5,206771,1,39,2,1,1,1,1,1,1,1,qcad,0.007275938987731934,0.9075237512588501,1,283,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,2044,CWE-476,7,206781,1,70,4,0,1,1,1,1,1,1,linux,0.002236664295196533,0.9475857615470886,1,448,1,1,1,1,best_ensemble_pred,1,1,1,False,state_or_lifetime_repair,high,"The target function operates on a UDF filesystem inode and does not contain any `rm` structure, `atomic` member, or `op_active` field, nor does it perform any equivalent state reset in its error handling path.","The historical patch resets `rm->atomic.op_active = 0` in an error path for an RDMA atomic operation, which is entirely unrelated to the target function's UDF filesystem inode expansion logic, so the specific repair cannot be mapped to this target.",0,1,1
1,1,1,1,13,5146,CWE-125,21,206815,0,161,1,5,1,1,1,1,1,1,ImageMagick,0.01662522554397583,1.000000238418579,1,1004,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,0,0,1,352,CWE-125,1,206845,0,14,0,0,0,0,0,0,0,0,linux,-0.0020926594734191895,0.9450438022613525,1,99,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,4,3520,CWE-125,14,206942,0,158,0,2,1,1,1,1,1,1,vim,0.01133495569229126,0.959471583366394,1,1009,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,medium,"In the target function, the backslash handling logic `if (*p == '\') { switch (*++p) ... }` increments `p` without checking if `p[1]` is `NUL` before dereferencing it in the switch statement, whereas the historical aspell patch added the guard `if (*src == '\' && src[1])` to prevent an out-of-bounds read.",The target function lacks the specific added guard (checking the next character for NUL before advancing past a backslash) that the historical evidence identifies as the necessary repair for CWE-125.,0,1,1
1,1,1,1,2,4177,CWE-703,4,206946,0,168,1,0,1,1,0,0,0,0,jasper,0.005607903003692627,0.9437704682350159,1,861,1,1,1,1,best_ensemble_pred,1,1,1,False,unknown,high,"The historical evidence is a firejail patch replacing a CLI argument detection function, which is irrelevant to the jasper target's command-line parsing logic and its CWE-703 (improper check/handling of exceptional conditions) vulnerability.","The retrieved patch is from a different project and addresses a different behavioral pattern (replacing a specific CLI flag detection function), making it irrelevant to the target function's vulnerability; therefore, the repair cannot be mapped and the first-stage YES verdict stands.",0,1,1
1,1,1,1,5,422,CWE-120,3,207068,0,24,1,0,1,1,1,1,1,1,linux,0.0007942914962768555,0.9575738906860352,1,99,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,5,415,CWE-120,3,207069,0,23,1,0,1,1,1,1,1,1,linux,0.000694572925567627,0.952534556388855,1,99,0,0,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,600,CWE-703,3,207150,0,18,0,0,0,0,0,0,0,0,squirrel,-0.00350266695022583,0.9324642419815063,1,157,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,5,10784,CWE-787,71,207461,24,354,2,0,1,1,1,1,1,1,autotrace,0.0018341541290283203,0.9498216509819031,1,2831,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,3,1456,CWE-787,3,207520,2,39,2,1,1,1,1,1,0,0,rizin,0.004257678985595703,0.9442353844642639,1,324,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,225,CWE-362,1,207700,0,7,0,0,1,1,1,1,1,1,EternalTerminal,-0.002542257308959961,0.9274104237556458,1,54,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,1,823,CWE-362,1,207703,0,26,0,0,1,1,1,1,1,1,EternalTerminal,0.003842949867248535,0.9585580825805664,1,204,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,0,569,CWE-787,1,207719,0,26,0,0,1,1,0,0,1,1,vim,-0.0014399886131286621,0.9650080800056458,1,135,0,0,0,0,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,10,988,CWE-284,5,207753,0,47,0,0,1,1,1,1,1,1,linux,0.015137910842895508,0.954790472984314,1,265,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,16,1062,CWE-284,4,207754,0,47,0,0,1,1,1,1,1,1,linux,0.014208376407623291,0.9764875173568726,1,278,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,2116,CWE-200,13,207755,0,70,2,6,1,1,1,1,1,1,php-src,0.09088438749313354,1.0,1,475,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard|null_check|api_replacement,high,"The target function is `PHP_FUNCTION(openssl_encrypt)` and contains the vulnerable-side code exactly, including `cipher_type = EVP_get_cipherbyname(method);`. It does not contain the fixed-side `PHP_FUNCTION(openssl_x509_parse)` logic, nor the `cert = php_openssl_x509_from_zval(...)` and `if (cert == NULL)` guard.","The historical evidence shows a repair for a completely different function (openssl_x509_parse) that cannot be mapped to the target function (openssl_encrypt), making the evidence irrelevant and leaving the target vulnerable to its own distinct issues.",0,1,1
1,1,1,1,2,4121,CWE-703,33,207780,1,167,1,12,1,1,1,1,1,1,radare2,0.007974445819854736,0.9657679796218872,1,1022,1,1,1,1,best_ensemble_pred,1,1,1,False,state_or_lifetime_repair,high,"The historical evidence adds `free(client->vncRec)` to prevent a memory leak of a specific struct member in libvncserver, which is unrelated to the target function's logic in radare2.","The historical patch addresses a missing free of a specific struct member (`vncRec`) in a different project (libvncserver), which cannot be mapped to the target function's operations in radare2, so the specific repair obligation is absent.",0,1,1
0,0,0,0,10,1703,CWE-200,3,207803,0,64,0,0,0,0,0,0,0,0,linux,0.0007123947143554688,0.9385461807250977,1,434,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
0,0,0,0,0,384,CWE-200,0,207804,0,16,0,0,0,0,0,0,0,0,linux,-0.0010606050491333008,0.9330142140388489,1,76,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
0,0,0,0,27,4749,CWE-703,3,207990,2,217,0,1,1,1,0,0,0,0,pcre2,0.006703197956085205,0.943650484085083,1,989,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
0,0,1,1,0,913,CWE-703,4,208107,0,44,0,0,0,0,0,0,0,0,linux,0.0027914047241210938,0.9406047463417053,1,246,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,1,2285,CWE-703,14,208115,1,89,0,2,0,0,0,0,0,0,linux,0.0033530592918395996,0.9390450716018677,1,561,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,0,0,1,7619,CWE-200,29,208140,2,310,2,8,0,0,0,0,0,0,util-linux,0.0038117170333862305,0.9381383657455444,1,1797,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,15,2208,CWE-787,15,208370,1,96,0,7,1,1,1,1,1,1,vim,0.0048635005950927734,0.9475947618484497,1,549,1,1,1,1,best_ensemble_pred,1,1,1,False,unknown,high,"The target function is from the vim project and handles terminal bracketed paste input, while the historical repair evidence is from the sudo project and fixes a buffer pointer reset (`cp = buf`) and newline length check (`strlen(buf)`) in a `getln`/password reading context.","The historical repair evidence is irrelevant to the target function as they belong to different projects and address entirely different behavior patterns (password input line reading vs. terminal bracketed paste handling), so the repair cannot be mapped to the target.",0,1,1
1,1,1,1,76,16023,CWE-787,32,208411,9,604,2,4,1,1,1,1,0,0,vim,0.004965364933013916,0.9509167671203613,1,3997,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target function lacks bounds checks analogous to the historical patch (e.g., `if (bin->entry_table + off + 32 >= r_buf_size (bin->buf))` or `if (segnum > 0)`), and instead relies on partial sequence checks like `if (len < slen) return -1;` which do not prevent out-of-bounds array indexing on `segment_entries[segnum - 1]`.","The historical evidence adds explicit bounds and shape checks to prevent out-of-bounds buffer/array access, but the target function lacks equivalent guards for its array accesses and pointer arithmetic, leaving the vulnerable behavior pattern present.",0,1,1
1,1,1,1,10,17737,CWE-399,149,208505,0,536,3,21,1,1,0,0,1,1,tor,0.012594461441040039,0.9442147612571716,1,3819,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,15,31845,CWE-476,225,208506,15,1038,16,60,0,0,1,1,1,1,heimdal,0.00517582893371582,0.9382337331771851,1,6385,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,3,2520,CWE-190,3,208522,1,70,3,0,1,1,1,1,1,1,unbound,0.005280971527099609,0.9452822208404541,1,529,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,0,0,0,1598,CWE-787,3,208525,1,70,2,0,0,0,0,0,0,0,vim,-0.001190483570098877,0.9264791011810303,1,368,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
0,0,1,1,0,148,CWE-415,3,208535,0,5,0,1,0,0,0,0,0,0,rizin,-0.006289303302764893,0.9389716386795044,1,41,1,1,0,0,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,0,0,1,4635,CWE-416,15,208654,0,85,1,7,0,0,0,0,0,0,php-src,0.000661015510559082,0.944227933883667,1,572,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,14,13139,CWE-416,39,208680,4,464,5,10,1,1,0,0,1,1,radare2,0.010909676551818848,0.9638922214508057,1,3167,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,low,"The historical evidence is a Linux kernel block layer patch adding an `iter_is_iovec` check to prevent use-after-free (CWE-416) on an iov_iter, which is entirely unrelated to the radare2 ESIL analysis target function that lacks any equivalent iterator type guard.","The specific repair (checking iter_is_iovec before proceeding) is irrelevant to the target function's behavior, so the target lacks the mapped repair and the first-stage YES should not be rejected.",0,1,1
0,0,0,0,6,25369,CWE-416,92,208912,16,1011,5,12,0,0,0,0,0,0,vim,0.006352066993713379,0.9475705623626709,1,5322,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,0,240,CWE-416,0,208987,4,16,4,0,1,1,1,1,1,1,MilkyTracker,-0.001404881477355957,0.9147458076477051,1,57,1,1,1,1,best_ensemble_pred,1,1,1,False,state_or_lifetime_repair,low,"The target function is a C++ destructor for PlayerGeneric that deletes member objects, while the historical patch is a Linux kernel USB driver fix that moves a state flag assignment and adds mutex_unlock calls to prevent use-after-free on a disconnected device.","The historical repair evidence addresses a Linux kernel USB driver use-after-free pattern involving mutex synchronization and state flag placement, which is structurally and behaviorally irrelevant to the C++ object destructor in the MilkyTracker target function.",0,1,1
1,1,1,1,0,634,CWE-119,4,209026,0,22,0,1,1,1,1,1,1,1,libvirt,0.0014722347259521484,0.938359260559082,1,119,1,1,1,1,best_ensemble_pred,1,1,1,False,unknown,high,"The target function is in libvirt and handles mediated device types, while the historical patches are from the 'file' and 'linux' projects dealing with ELF note bounds checks and USB stack allocation guards respectively.","The historical repair evidence is irrelevant to the target function as they address completely different behavior patterns and projects, so the first-stage YES verdict cannot be rejected.",0,1,1
1,1,1,1,6,22314,CWE-703,65,209102,21,829,1,20,0,0,0,0,0,0,vim,0.003345966339111328,0.9430056810379028,1,4619,1,1,0,0,best_ensemble_pred,1,1,1,False,unknown,high,"The target function is a UI mouse event handler in vim with no network I/O, fdopen, dup, alarm, or fgets operations, making the postsrsd CWE-703 patch entirely irrelevant to its behavior.","The historical repair evidence (separating input/output streams via fdopen/dup and adding alarm/errno timeout checks for a network daemon) is completely unrelated to the target function's logic (handling mouse clicks, drags, and visual mode selections in a text editor), so the repair cannot be mapped to the target.",0,1,1
1,1,1,1,0,205,CWE-476,0,209801,0,12,0,0,0,0,0,0,0,0,mujs,-0.005639076232910156,0.9336884021759033,1,61,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,1,1581,CWE-190,14,209931,1,63,2,3,0,0,1,1,1,1,FreeRDP,0.003398001194000244,0.9472706317901611,1,340,1,1,1,1,best_ensemble_pred,1,1,1,False,unknown,high,"The historical evidence is from a different project (libgd) and involves WebP image decoding buffer allocation, which is unrelated to the target function's FreeRDP video presentation context initialization.","The retrieved patch addresses a completely different vulnerability pattern (WebP buffer allocation overflow in libgd) that cannot be mapped to the target function's logic (PresentationContext initialization in FreeRDP), making the evidence irrelevant and leaving the original YES verdict intact.",0,1,1
0,0,0,0,5,5021,CWE-476,18,209955,0,182,0,0,0,0,0,0,0,0,linux,0.0020920634269714355,0.9595833420753479,1,1048,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
0,0,0,0,0,467,CWE-125,0,210050,1,12,0,0,0,0,0,0,0,0,lua,-0.00668489933013916,0.9269116520881653,1,133,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,19,3962,CWE-787,32,210090,1,155,2,4,1,1,1,1,1,1,file,0.005697190761566162,0.9492462873458862,1,1105,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,medium,"The target function contains bounds checks like `if (o4 + sizeof(uint32_t) > left)` and `if (o4 + l > left)`, but these are structurally different from the historical evidence's pointer arithmetic overflow checks (e.g., `(uptr + ulen + 1) > uncomp_end` or `n == nitems(p)`).","The historical evidence adds bounds checks against buffer end pointers or array sizes to prevent out-of-bounds writes in tmux/connman, while the target function (in the 'file' project) has its own different bounds checks for CDF property parsing, meaning the specific historical repair obligation is not present in the target.",0,1,1
0,0,0,0,2,94,CWE-787,1,210203,0,4,0,0,0,0,0,0,0,0,linux,0.0014455914497375488,0.9355863332748413,1,19,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,1,1036,CWE-362,4,210204,0,38,2,0,1,1,0,0,1,1,linux,0.0030843615531921387,0.9207637310028076,1,241,0,0,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,19,11324,CWE-400,33,210206,1,338,10,15,1,1,1,1,1,1,squid,0.005326449871063232,0.9489759802818298,1,1942,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,134,15720,CWE-787,49,210252,0,415,2,9,1,1,1,1,1,1,ImageMagick,0.005995392799377441,0.9783201217651367,1,3792,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target function reads pixel data using `ReadBlobStream(image, length, pixels, &count)` and checks `(size_t) count != length`, but lacks the specific bounds/shape checks from the historical patches (e.g., checking that `memcpy` destination offsets do not exceed buffer bounds, or validating that `image_offset`/`user_length` do not cause out-of-bounds reads relative to the file size).","The historical patches address specific out-of-bounds array indexing and buffer offset issues in tigervnc and Pillow, which are behaviorally distinct from the target's CIN image parsing logic; the target lacks equivalent bounds/shape checks for its own vulnerable operations and the historical evidence cannot be mapped to reject the first-stage YES.",0,1,1
1,1,1,1,1,2143,CWE-787,8,210271,1,97,0,1,1,1,1,1,1,1,vim,0.012174487113952637,0.9910577535629272,1,543,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target function's condition `if (c == 0)` at the word boundary check lacks the `depth < MAXWLEN` guard that was added in the historical patch, and the target also lacks the `FEAT_RELTIME` timeout/profile limit checks.","The target function is missing the specific bounds check (`depth < MAXWLEN`) and timeout guards added in the historical repair evidence, leaving the vulnerable behavior intact.",0,1,1
0,0,0,0,4,10193,CWE-617,14,210273,23,171,0,7,0,0,0,0,0,0,mongo,0.0025929808616638184,0.9216801524162292,1,1807,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
0,0,1,1,0,402,CWE-476,3,210278,0,17,0,1,1,1,1,1,0,0,unicorn,-7.510185241699219e-06,0.923976480960846,1,95,1,1,0,0,best_ensemble_pred,1,0,,,,,,,0,1,1
