author_no_yes_correct,author_no_yes_pred,best_ensemble_correct,best_ensemble_pred,bounds_keyword_count,char_len,cwe,error_handling_keyword_count,idx,lifecycle_keyword_count,line_count,memory_api_count,null_keyword_count,old_rag_correct,old_rag_pred,patch_contrast_correct,patch_contrast_pred,positive_weighted_rag_correct,positive_weighted_rag_pred,project,retrieval_pos_neg_margin_max,retrieval_top1_score,target,token_len_approx,yes_only_correct,yes_only_pred,zero_shot_correct,zero_shot_pred,base_pred_column,base_pred,repair_verifier_available,repair_verifier_pred,repair_present,repair_type,repair_confidence,repair_evidence,repair_reason,repair_policy_skip_reason,repair_override,repair_applied_pred,repair_applied_correct
1,1,1,1,0,827,CWE-703,3,204814,2,35,3,1,1,1,1,1,0,0,linux,0.005205512046813965,0.9575507640838623,1,199,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function sixpack_close contains a null check `if (!sp) return;` but operates on completely different variables and logic (tty disc_data, refcount, timers, netdev) than the historical KVM io_bus kmalloc/memcpy guard.","The historical repair guards a kmalloc allocation result for KVM io_bus operations, which is entirely absent and irrelevant to the target's sixpack TTY close function and its different state/variables.",verifier_not_no,0,1,1
0,0,1,1,0,422,CWE-200,3,204830,0,17,0,0,1,1,0,0,0,0,linux,-0.0009312033653259277,0.9559057950973511,1,96,1,1,0,0,best_ensemble_pred,1,1,1,False,added_guard,high,Target function checks IS_MNT_UNBINDABLE and IS_ERR(new_mnt) but does not contain the historical vfs_select_inode/IS_ERR(inode) guard pattern.,The target function operates on a completely different object type (mount vs inode) and lacks the specific IS_ERR(inode) guard over vfs_select_inode that the historical repair introduced.,verifier_not_no,0,1,1
0,0,0,0,0,1193,CWE-94,5,205630,0,42,0,0,0,0,0,0,0,0,linux,0.0026851892471313477,0.9554912447929382,1,282,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,5,1196,CWE-787,34,205734,1,65,3,9,1,1,1,1,1,1,rizin,-0.002020120620727539,0.9506011009216309,1,355,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function allocates buffers based on n1/n2 and reads into them, but lacks a check ensuring the read size does not exceed the allocated buffer capacity before the read operation.","The historical repair adds a buffer-size adequacy check before serialization, which is semantically different and absent in the target; additionally, the target's vulnerability is primarily a bounds/shape issue (malloc(n+1) vs rz_buf_read of n bytes), so the verifier should return YES.",verifier_not_no,0,1,1
0,0,0,0,0,110,CWE-834,0,205736,0,4,0,0,0,0,0,0,0,0,linux,-0.002780616283416748,0.933734118938446,1,25,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,4,1794,CWE-269,20,205806,1,88,0,9,1,1,1,1,1,1,Singular,0.006890654563903809,0.9384090900421143,1,504,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target uses fseek/ftell to determine file length and omAlloc to allocate, with no size minimum check before allocation.","The historical repair is a bounds/shape check (file size minimum) for a different project and CWE, and the target lacks this specific guard, so the YES should not be rejected.",verifier_not_no,0,1,1
0,0,1,1,1,991,CWE-401,0,205823,0,25,0,0,0,0,1,1,0,0,ovs,-0.0015590786933898926,0.9436839818954468,1,165,1,1,0,0,best_ensemble_pred,1,1,1,False,added_guard,high,No bounds or EOF guard matching the historical repair exists in the target function.,"The historical repair adds a bounds/shape check for IPv4 header length in FFmpeg, which is completely unrelated to the OVS target function's IP fragment handling logic, and the target lacks any equivalent guard.",verifier_not_no,0,1,1
0,0,0,0,0,295,CWE-200,1,206025,0,11,0,0,0,0,0,0,0,0,evolution-data-server,-0.00047409534454345703,0.9389800429344177,1,58,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,14,7841,CWE-125,21,206043,7,274,1,1,1,1,1,1,1,1,gimp,0.005370199680328369,0.9845808148384094,1,1543,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,16,2972,CWE-672,4,206044,0,130,0,0,1,1,1,1,1,1,tigervnc,0.00208204984664917,0.9426440596580505,1,764,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,The target function contains no buffer overflow guards for strncpy/memcpy; it only has RLE length checks (`if (end - ptr < len) throw Exception`).,"The historical repair adds buffer overflow guards for strncpy/memcpy operations on DNS data, which are entirely absent from the target ZRLE decode function that operates on different variables and logic.",verifier_not_no,0,1,1
1,1,1,1,3,9072,CWE-787,33,206262,3,362,0,11,1,1,0,0,1,1,vim,0.0052356719970703125,0.9511356353759766,1,2095,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function parse_command_modifiers does not contain the variables eap->cmdlinep or line_to_free, nor the vim_free operation they guard.","The historical repair guards a use-after-free on specific variables (cmdlinep, line_to_free) that do not exist in the target function, making the specific repair obligation irrelevant to this target.",verifier_not_no,0,1,1
1,1,1,1,0,5477,CWE-416,28,206273,8,177,8,8,1,1,0,0,0,0,radare2,0.0028003454208374023,0.9434003829956055,1,1473,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,The target function contains a maxstackframe guard (`if (maxstackframe != 0 && (frame_off > maxstackframe || frame_off < -maxstackframe)) { goto beach; }`) which is semantically different from the historical `offset - 2 > sz` bounds guard.,"The historical repair adds a bounds/shape check (`offset - 2 > sz`) for a Java binary parser, which is irrelevant to the target's stack frame offset validation logic, and the target lacks the specific historical guard.",verifier_not_no,0,1,1
0,0,0,0,5,10082,CWE-787,22,206417,16,400,5,7,1,1,0,0,0,0,vim,0.006507396697998047,0.9634653329849243,1,2212,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,3,400,CWE-119,2,206555,0,24,1,0,1,1,1,1,0,0,php-src,-0.009549558162689209,0.9633285403251648,1,116,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function contains a `remain == 0` check that returns EOF, but lacks a bounds/size overflow guard (like `rlen > MAX_XFER_SIZE`) before the `memcpy` operation.","The historical repair adds a bounds/overflow guard to prevent oversized buffer transfers, which is absent in the target function before its `memcpy` call, and the verifier scope explicitly excludes bounds/shape checks from rejection.",verifier_not_no,0,1,1
1,1,1,1,0,1594,CWE-119,2,206588,0,84,0,0,1,1,1,1,1,1,php-src,0.03166073560714722,0.9971367120742798,1,446,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,The target function gdImageFillToBorder lacks any overflow2 checks for sx/sy dimensions before accessing im->sx and im->sy arrays.,"The historical repair adds overflow2 bounds/shape checks in gdImageCreate, which are entirely absent in the target gdImageFillToBorder function, and the evidence is primarily bounds_or_shape.",verifier_not_no,0,1,1
1,1,1,1,10,8295,CWE-787,25,206625,0,220,1,5,1,1,1,1,1,1,raptor,0.0026696324348449707,0.9191532731056213,1,1343,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function lacks any bounds or value validation guards before incrementing nspace_declarations_count and writing to nspace_declarations[nspace_declarations_count], risking out-of-bounds writes.","The historical repair adds bounds/shape checks for a different variable and operation in a different project, and the target function lacks equivalent bounds guards for its array accesses, so the YES should not be rejected.",verifier_not_no,0,1,1
1,1,1,1,2,1465,CWE-703,15,206639,0,64,0,1,1,1,1,1,0,0,linux,0.003998160362243652,0.9469802379608154,1,319,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,12,18843,CWE-924,75,206670,3,536,11,6,0,0,1,1,1,1,nbdkit,0.004711747169494629,0.9478967189788818,1,3183,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The historical repair is a bounds/shape check (sizeof(struct) > tlen) for packet parsing in tcpdump, which is irrelevant to the target's NBD protocol option handling.","The historical repair is primarily a bounds/shape check for a different project and CWE, and the target function does not contain the same semantic guard protecting the same risky operation.",verifier_not_no,0,1,1
0,0,1,1,2,6235,CWE-122,11,206676,4,242,0,4,0,0,0,0,0,0,vim,0.0018655657768249512,0.9562565088272095,1,1325,1,1,0,0,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function `update_topline` contains no references to `byts`, `arridx`, `depth`, or `MAXWLEN`, and performs no similar array indexing operations that would require the same bounds guard.","The historical repair adds a bounds guard (`depth < MAXWLEN`) for a specific array access in a spell-checking function, which is entirely absent and irrelevant to the scrolling logic in the target function.",verifier_not_no,0,1,1
1,1,1,1,13,5339,CWE-703,25,206677,0,211,0,10,0,0,0,0,1,1,vim,0.00909888744354248,0.9459242224693298,1,1334,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,The target function unix_expandpath contains no valid_filetype guard or keymap_init call; it operates on filesystem path expansion and directory traversal.,"The historical repair adds a valid_filetype guard over keymap_init for filetype/keymap options, which is entirely absent and irrelevant to the target's filesystem wildcard expansion logic.",verifier_not_no,0,1,1
1,1,1,1,0,1260,CWE-191,5,206771,1,39,2,1,1,1,1,1,1,1,qcad,0.007275938987731934,0.9075237512588501,1,283,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function contains bounds checks such as `vertexIndex<maxVertices` and `vertexIndex>=0 && vertexIndex<maxVertices`, but these are fundamentally different from the historical UTF8 character length overflow guard.","The historical repair adds a specific guard against out-of-bounds access when processing multi-byte UTF8 characters, which is semantically and operationally unrelated to the target's bounds checks on LWPolyline vertex indices, and the evidence is primarily a bounds/shape check.",verifier_not_no,0,1,1
1,1,1,1,0,2044,CWE-476,7,206781,1,70,4,0,1,1,1,1,1,1,linux,0.002236664295196533,0.9475857615470886,1,448,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The historical repair resets a state flag (rm->atomic.op_active = 0) in an error path, while the target function uses a length check (if (!iinfo->i_lenAlloc)) to guard a memcpy buffer operation.","The historical evidence repairs a use-after-free/CWE-476 by resetting a state flag in an error path, which does not map to the target's bounds/shape check guarding a memcpy operation on a different variable and sink.",verifier_not_no,0,1,1
1,1,1,1,13,5146,CWE-125,21,206815,0,161,1,5,1,1,1,1,1,1,ImageMagick,0.01662522554397583,1.000000238418579,1,1004,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,The target function SetGrayscaleImage contains no calls to XBMInteger and no negative-value guards on parsing returns; its primary vulnerability pattern is out-of-bounds colormap access.,"The historical repair guards a negative return from XBMInteger in an XBM decoder, which is semantically unrelated to the target's out-of-bounds colormap indexing issue, and the target lacks any equivalent guard.",verifier_not_no,0,1,1
0,0,0,0,1,352,CWE-125,1,206845,0,14,0,0,0,0,0,0,0,0,linux,-0.0020926594734191895,0.9450438022613525,1,99,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,4,3520,CWE-125,14,206942,0,158,0,2,1,1,1,1,1,1,vim,0.01133495569229126,0.959471583366394,1,1009,1,1,1,1,best_ensemble_pred,1,1,0,True,added_guard,high,if (*p == '\' && p[1] != NUL),"The target function already contains the exact semantic guard (p[1] != NUL) before advancing the pointer past a backslash, which prevents the out-of-bounds read that the historical repairs addressed.",,1,0,0
1,1,1,1,2,4177,CWE-703,4,206946,0,168,1,0,1,1,0,0,0,0,jasper,0.005607903003692627,0.9437704682350159,1,861,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function uses a standard getopt loop (jas_getopt) to parse options and sets cmdopts->verbose = -1 for the --quiet flag, which is fundamentally different from the historical repair's manual argv iteration and arg_quiet flag.","The historical repair adds a specific manual argv parsing guard for --quiet in firejail, which is entirely absent and irrelevant to the jasper target function that uses a different option parsing mechanism (jas_getopt).",verifier_not_no,0,1,1
1,1,1,1,5,422,CWE-120,3,207068,0,24,1,0,1,1,1,1,1,1,linux,0.0007942914962768555,0.9575738906860352,1,99,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,The target function contains a bounds check `if (nbytes >= MAX_DRC_NAME_LEN)` but lacks the specific null-checks or offset-based overflow guards from the historical evidence.,"The historical repair guards kmalloc null returns and pointer arithmetic overflows, which are entirely absent from the target's memcpy-based logic, and the evidence is primarily bounds/shape-related.",verifier_not_no,0,1,1
1,1,1,1,5,415,CWE-120,3,207069,0,23,1,0,1,1,1,1,1,1,linux,0.000694572925567627,0.952534556388855,1,99,0,0,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,The target function contains a bounds check `if (nbytes >= MAX_DRC_NAME_LEN)` but lacks the specific kmalloc null-checks or offset overflow guards from the historical evidence.,"The historical repair involves kmalloc null checks and offset-based overflow guards for completely different variables and operations, which are absent in the target function; additionally, the primary signal is bounds/shape, so the YES stands.",verifier_not_no,0,1,1
1,1,1,1,0,600,CWE-703,3,207150,0,18,0,0,0,0,0,0,0,0,squirrel,-0.00350266695022583,0.9324642419815063,1,157,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function checks sq_type(o) == OT_THREAD but has no null check on the result of _thread(o) before dereferencing it in Push, sq_call, sq_move, sq_pop, or accessing _lasterror.","The historical repair adds a null check on a stack peek result before dereferencing it, but the target function lacks any equivalent null guard on its thread object extraction before use, so the repair obligation is absent.",verifier_not_no,0,1,1
1,1,1,1,5,10784,CWE-787,71,207461,24,354,2,0,1,1,1,1,1,1,autotrace,0.0018341541290283203,0.9498216509819031,1,2831,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,low,"The historical evidence addresses path traversal (CWE-552) and command injection (CWE-78) in different projects, which cannot be mapped to the target's BMP buffer out-of-bounds read (CWE-787).","The historical repair evidence is for CWE-552 (path traversal) and CWE-78 (command injection) in different projects, which does not map to the target's CWE-787 (out-of-bounds write/read) vulnerability in a BMP file parser, making all mapping conditions false.",verifier_not_no,0,1,1
1,1,1,1,3,1456,CWE-787,3,207520,2,39,2,1,1,1,1,1,0,0,rizin,0.004257678985595703,0.9442353844642639,1,324,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,The target function passes buf_end - buf as a size parameter to parse_attr_value but contains no explicit bounds guard for the buffer offset before the read operations inside that callee.,"The historical repair adds a bounds check (offset - 2 > sz) before a buffer read in a Java line number parser, which does not map to any equivalent bounds guard in the target DWARF die parser, leaving the target's buffer reads unguarded at this path level.",verifier_not_no,0,1,1
1,1,1,1,0,225,CWE-362,1,207700,0,7,0,0,1,1,1,1,1,1,EternalTerminal,-0.002542257308959961,0.9274104237556458,1,54,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function checks if an iterator equals idInfoMap.end() and logs a fatal error, but does not return or block the path, allowing it->second to be dereferenced.","The historical repair is a bounds/shape check on a buffer length (resplen < 17) protecting a memcpy, which is entirely unrelated to the target's map iterator validity check, and the target's check fails to block the risky path.",verifier_not_no,0,1,1
1,1,1,1,1,823,CWE-362,1,207703,0,26,0,0,1,1,1,1,1,1,EternalTerminal,0.003842949867248535,0.9585580825805664,1,204,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,1,1,0,569,CWE-787,1,207719,0,26,0,0,1,1,0,0,1,1,vim,-0.0014399886131286621,0.9650080800056458,1,135,0,0,0,0,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,10,988,CWE-284,5,207753,0,47,0,0,1,1,1,1,1,1,linux,0.015137910842895508,0.954790472984314,1,265,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function contains pipe buffer bounds checks (pipe_full, bytes > i->count) but lacks the historical ISOFS filename length overflow guard.","The historical repair guards a specific ISOFS filename buffer overflow which is entirely absent from the target pipe function, and the historical evidence is primarily a bounds/shape check, making it irrelevant to this target.",verifier_not_no,0,1,1
1,1,1,1,16,1062,CWE-284,4,207754,0,47,0,0,1,1,1,1,1,1,linux,0.014208376407623291,0.9764875173568726,1,278,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function push_pipe has no get_user_pages_fast call, no pages array cleanup, and no bio segment cleanup; it operates on pipe buffers with alloc_page.","The historical repair addresses page/bio cleanup after partial get_user_pages_fast failure, which is entirely absent from the target pipe-based function, and the overlap is primarily bounds/shape-related.",verifier_not_no,0,1,1
1,1,1,1,0,2116,CWE-200,13,207755,0,70,2,6,1,1,1,1,1,1,php-src,0.09088438749313354,1.0,1,475,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,Target function openssl_encrypt has no ASN1_STRING_type/ASN1_STRING_length guards; it only checks `if (!cipher_type)` for EVP_get_cipherbyname.,"The historical repair guards ASN1 string type/length validation for X509 timestamp parsing, which is entirely absent and irrelevant to the target's EVP cipher encryption logic.",verifier_not_no,0,1,1
1,1,1,1,2,4121,CWE-703,33,207780,1,167,1,12,1,1,1,1,1,1,radare2,0.007974445819854736,0.9657679796218872,1,1022,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,No bounds check matching the historical repair obligation (class_id > types_size) exists in the target function.,"The historical repair evidence adds a bounds check for class_id against types_size in a dex binary parser, which is semantically unrelated to the target function's dyld cache parsing logic, and no equivalent bounds/shape guard exists in the target.",verifier_not_no,0,1,1
0,0,0,0,10,1703,CWE-200,3,207803,0,64,0,0,0,0,0,0,0,0,linux,0.0007123947143554688,0.9385461807250977,1,434,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
0,0,0,0,0,384,CWE-200,0,207804,0,16,0,0,0,0,0,0,0,0,linux,-0.0010606050491333008,0.9330142140388489,1,76,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
0,0,0,0,27,4749,CWE-703,3,207990,2,217,0,1,1,1,0,0,0,0,pcre2,0.006703197956085205,0.943650484085083,1,989,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
0,0,1,1,0,913,CWE-703,4,208107,0,44,0,0,0,0,0,0,0,0,linux,0.0027914047241210938,0.9406047463417053,1,246,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,The target function xfrm_expand_policies contains no filesystem stacking depth checks or clone_private_mount operations.,"The historical repair adds a filesystem stacking depth guard which is entirely absent from the target function, and the target operates on completely different subsystems and variables.",verifier_not_no,0,1,1
1,1,1,1,1,2285,CWE-703,14,208115,1,89,0,2,0,0,0,0,0,0,linux,0.0033530592918395996,0.9390450716018677,1,561,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The top historical repair evidence adds a null check for skb_dst(skb) before accessing its dev member, while the target function is a network device probe function with no skb_dst usage or equivalent pointer dereference vulnerability.","The historical repair evidence addresses a null pointer dereference on skb_dst(skb) which is entirely absent from the target function, meaning no relevant bounds/shape repair obligation exists in the target to reject the YES verdict.",verifier_not_no,0,1,1
0,0,0,0,1,7619,CWE-200,29,208140,2,310,2,8,0,0,0,0,0,0,util-linux,0.0038117170333862305,0.9381383657455444,1,1797,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,15,2208,CWE-787,15,208370,1,96,0,7,1,1,1,1,1,1,vim,0.0048635005950927734,0.9475947618484497,1,549,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function uses `buf[idx++] = c` and `buf[idx] = NUL` without checking if idx exceeds NUMBUFLEN, and lacks any `len > 0` guard before buffer access.","The historical repair adds a `len > 0` guard before accessing `buf[len - 1]` to prevent out-of-bounds access on an empty buffer, which is a bounds/shape check absent in the target function that writes to a fixed-size buffer without bounds validation.",verifier_not_no,0,1,1
1,1,1,1,76,16023,CWE-787,32,208411,9,604,2,4,1,1,1,1,0,0,vim,0.004965364933013916,0.9509167671203613,1,3997,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The historical repair adds a `len > 0` bounds check before `buf[len - 1]` indexing in pam-u2f, which is a bounds/shape check. The target vim function `check_termcode` does not contain this specific guard or the same risky newline-stripping operation on a `buf` variable.","The historical repair is primarily a bounds/shape check for an out-of-bounds array access on an empty string, and the target function does not contain the same semantic guard or the same risky operation.",verifier_not_no,0,1,1
1,1,1,1,10,17737,CWE-399,149,208505,0,536,3,21,1,1,0,0,1,1,tor,0.012594461441040039,0.9442147612571716,1,3819,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The historical evidence is about replacing an early return with a goto to a cleanup block in a Linux kernel debugfs file, while the target function is a Tor network status parser with completely different variables, bounds, and operations.","The historical repair evidence (changing an early return to a goto for cleanup in a Linux kernel debugfs file) cannot be mapped to the target Tor function, as they share no semantic variables, bounds, or risky sinks.",verifier_not_no,0,1,1
1,1,1,1,15,31845,CWE-476,225,208506,15,1038,16,60,0,0,1,1,1,1,heimdal,0.00517582893371582,0.9382337331771851,1,6385,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function is a Kerberos TGS request handler (heimdal) that does not contain an Authctxt struct, an authctxt->valid check, or an authctxt->user == NULL guard.","The historical repair guards authctxt->valid and authctxt->user in an SSH pubkey authentication context, which is entirely absent and irrelevant to the heimdal Kerberos TGS target function.",verifier_not_no,0,1,1
1,1,1,1,3,2520,CWE-190,3,208522,1,70,3,0,1,1,1,1,1,1,unbound,0.005280971527099609,0.9452822208404541,1,529,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function computes rrlen = strlen(...) + strlen(...) + 4*sizeof(struct SignedCert) + 1 + 1 without an overflow guard, and uses malloc(rrlen) without checking for integer overflow.","The historical repair adds an integer overflow guard for unsigned arithmetic before allocation, which is absent in the target; the target's rrlen computation is vulnerable to the same CWE-190 overflow class, and the evidence is primarily bounds/shape related.",verifier_not_no,0,1,1
0,0,0,0,0,1598,CWE-787,3,208525,1,70,2,0,0,0,0,0,0,0,vim,-0.001190483570098877,0.9264791011810303,1,368,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
0,0,1,1,0,148,CWE-415,3,208535,0,5,0,1,0,0,0,0,0,0,rizin,-0.006289303302764893,0.9389716386795044,1,41,1,1,0,0,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function contains no memcpy, no loop, and no bounds/shape guard over variables l or ll.","The historical repair adds a bounds guard for a memcpy operation, which is entirely absent from the simple target function that merely clones a list.",verifier_not_no,0,1,1
0,0,0,0,1,4635,CWE-416,15,208654,0,85,1,7,0,0,0,0,0,0,php-src,0.000661015510559082,0.944227933883667,1,572,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,14,13139,CWE-416,39,208680,4,464,5,10,1,1,0,0,1,1,radare2,0.010909676551818848,0.9638922214508057,1,3167,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,No iter_is_iovec guard or equivalent exists in the target function; the historical repair is from a completely different project (linux) and subsystem (block/iov_iter) with no semantic overlap with the radare2 ESIL analysis function.,"The historical repair adds an iter_is_iovec guard for a linux kernel block IO path, which is entirely absent and irrelevant to the radare2 ESIL analysis target function.",verifier_not_no,0,1,1
0,0,0,0,6,25369,CWE-416,92,208912,16,1011,5,12,0,0,0,0,0,0,vim,0.006352066993713379,0.9475705623626709,1,5322,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,0,240,CWE-416,0,208987,4,16,4,0,1,1,1,1,1,1,MilkyTracker,-0.001404881477355957,0.9147458076477051,1,57,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target function is a destructor with no bounds/shape checks, and the historical evidence is about a use-after-free mutex synchronization fix in a Linux driver, which cannot be mapped to the target.","The historical repair evidence addresses a use-after-free via mutex synchronization in a Linux USB driver, which is semantically unrelated to the target destructor's potential use-after-free on a deleted mixer, and no bounds/shape repair obligation can be mapped.",verifier_not_no,0,1,1
1,1,1,1,0,634,CWE-119,4,209026,0,22,0,1,1,1,1,1,1,1,libvirt,0.0014722347259521484,0.938359260559082,1,119,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target function uses a loop guard `i < *nmdev_types` before accessing `*mdev_types[i]`, which does not map to the historical repair's `descsz >= 4 && descsz <= 20` bounds check.","The historical repair evidence fixes a logical bounds error (`||` to `&&`) on a `descsz` variable for a buffer access, which is semantically unrelated to the target's loop iteration bounds check on `i` against `*nmdev_types`.",verifier_not_no,0,1,1
1,1,1,1,6,22314,CWE-703,65,209102,21,829,1,20,0,0,0,0,0,0,vim,0.003345966339111328,0.9430056810379028,1,4619,1,1,0,0,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function `do_mouse` does not contain the `gchar_cursor() != NUL` guard before any `PBYTE` operation, nor does it contain the `PBYTE` operation at all.","The historical repair adds a guard checking that gchar_cursor() is not NUL before calling PBYTE, but the target function lacks both this specific guard and the PBYTE operation it protects.",verifier_not_no,0,1,1
1,1,1,1,0,205,CWE-476,0,209801,0,12,0,0,0,0,0,0,0,0,mujs,-0.005639076232910156,0.9336884021759033,1,61,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,,"The historical repair evidence is from unrelated projects (ntp, elog) addressing different CWEs (CWE-20, CWE-79) with no semantic overlap with the target's NULL dereference risk (CWE-476) on prog->type, so the specific repair obligation is absent from the target.",verifier_not_no,0,1,1
1,1,1,1,1,1581,CWE-190,14,209931,1,63,2,3,0,0,1,1,1,1,FreeRDP,0.003398001194000244,0.9472706317901611,1,340,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,The target function calculates `width * height * 4` for `BufferPool_Take` without any preceding overflow check.,"The historical repair adds an allocation-step and overflow guard for a multiplied size, but the target function lacks any overflow guard before its `width * height * 4` multiplication, leaving the risky operation unguarded.",verifier_not_no,0,1,1
0,0,0,0,5,5021,CWE-476,18,209955,0,182,0,0,0,0,0,0,0,0,linux,0.0020920634269714355,0.9595833420753479,1,1048,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
0,0,0,0,0,467,CWE-125,0,210050,1,12,0,0,0,0,0,0,0,0,lua,-0.00668489933013916,0.9269116520881653,1,133,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,19,3962,CWE-787,32,210090,1,155,2,4,1,1,1,1,1,1,file,0.005697190761566162,0.9492462873458862,1,1105,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function contains bounds checks like `if (o4 + sizeof(uint32_t) > left) goto out;` and `if (left < sizeof(uint32_t))`, but these are structurally different from the historical `n == nitems(p)` guard.","The historical repair adds a specific bounds guard `n == nitems(p)` to prevent out-of-bounds array access in a tmux loop, which is semantically and structurally absent from the target file function's different CDF property parsing logic.",verifier_not_no,0,1,1
0,0,0,0,2,94,CWE-787,1,210203,0,4,0,0,0,0,0,0,0,0,linux,0.0014455914497375488,0.9355863332748413,1,19,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,1,1036,CWE-362,4,210204,0,38,2,0,1,1,0,0,1,1,linux,0.0030843615531921387,0.9207637310028076,1,241,0,0,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,The target function contains a size/bounds check (new_acts_size > MAX_ACTIONS_BUFSIZE) rather than a NULL pointer dereference guard on a payload chain.,"The historical repair guards a NULL pointer dereference on a specific IKE payload chain, which is entirely absent from the target function that instead performs memory allocation bounds checking.",verifier_not_no,0,1,1
1,1,1,1,19,11324,CWE-400,33,210206,1,338,10,15,1,1,1,1,1,1,squid,0.005326449871063232,0.9489759802818298,1,1942,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function uses strchr(tline, TAB) and strtok without null checks before dereferencing the returned pointers (e.g., *selector = '\0', *host = '\0').","The historical repair adds null checks for strchr/strstr results before dereference, but the target function lacks equivalent null guards for its strchr calls, leaving the same class of risky operation unprotected.",verifier_not_no,0,1,1
